country_eng,import_value_usd,import_value_baht,export_value_usd,export_value_baht,trade_value_usd,trade_balance_usd,year,month,data_type,is_outlier,date,year_month,region,shipping_route,crisis_period,yoy_change_pct,mom_change_pct,dataset,value_usd,value_baht,quantity,quantity_unit,hs_code,hs_description,unit_price_usd
Algeria,43122636.21,1401454230.29,27977543.34,909249756.28,71100179.55,-15145092.87,2019,11,overview,False,2019-11-01,2019-11,Africa,Via Cape of Good Hope,Pre-COVID,,-4.88506278609041,trade_overview,,,,,,,
Algeria,38938434.84,1266507276.13,21863520.51,711130478.85,60801955.35,-17074914.32,2019,12,overview,False,2019-12-01,2019-12,Africa,Via Cape of Good Hope,Pre-COVID,,-14.48410435132297,trade_overview,,,,,,,
Algeria,33747345.77,1160317277.76,22317162.56,767319287.39,56064508.32,-11430183.21,2020,1,overview,False,2020-01-01,2020-01,Africa,Via Cape of Good Hope,Pre-COVID,-4.77708371087,-7.791603086988552,trade_overview,,,,,,,
Algeria,39892420.13,1313848263.1,21485836.81,707631406.66,61378256.94,-18406583.32,2020,2,overview,False,2020-02-01,2020-02,Africa,Via Cape of Good Hope,Pre-COVID,8.81561186411739,9.4779188817115,trade_overview,,,,,,,
Algeria,26753783.43,891353810.45,17456390.64,581593267.2,44210174.07,-9297392.79,2020,3,overview,False,2020-03-01,2020-03,Africa,Via Cape of Good Hope,COVID-19,-27.153568606422994,-27.970952135024895,trade_overview,,,,,,,
Algeria,33117831.02,1055800840.22,18614558.24,593434582.61,51732389.25,-14503272.78,2020,4,overview,False,2020-04-01,2020-04,Africa,Via Cape of Good Hope,COVID-19,-14.657015416881514,17.014669899489032,trade_overview,,,,,,,
Algeria,33810084.8,1057527483.65,19813168.11,619725443.92,53623252.91,-13996916.69,2020,5,overview,False,2020-05-01,2020-05,Africa,Via Cape of Good Hope,COVID-19,-15.017899959985826,3.6550866631391843,trade_overview,,,,,,,
Algeria,32902574.53,1167485693.48,21351407.56,757614357.42,54253982.09,-11551166.97,2020,6,overview,False,2020-06-01,2020-06,Africa,Via Cape of Good Hope,COVID-19,-15.224784679624538,1.1762232721289845,trade_overview,,,,,,,
Algeria,27500152.22,921448569.15,21285411.52,713211033.56,48785563.74,-6214740.7,2020,7,overview,False,2020-07-01,2020-07,Africa,Via Cape of Good Hope,COVID-19,-28.858485991240045,-10.07929397869568,trade_overview,,,,,,,
Algeria,31581647.95,1048444136.31,19236519.88,638611908.53,50818167.83,-12345128.07,2020,8,overview,False,2020-08-01,2020-08,Africa,Via Cape of Good Hope,COVID-19,-28.414466708791842,4.166404842286231,trade_overview,,,,,,,
Algeria,37370311.38,1222986286.38,19471977.02,637242773.42,56842288.4,-17898334.36,2020,9,overview,False,2020-09-01,2020-09,Africa,Via Cape of Good Hope,COVID-19,-15.718503854950116,11.85426556532352,trade_overview,,,,,,,
Algeria,37369729.41,1132689215.99,18747557.96,568244861.9,56117287.36,-18622171.45,2020,10,overview,False,2020-10-01,2020-10,Africa,Via Cape of Good Hope,COVID-19,-24.928568427766763,-1.2754606832472315,trade_overview,,,,,,,
Algeria,34797266.44,1107878067.22,23621277.18,752056054.51,58418543.62,-11175989.26,2020,11,overview,False,2020-11-01,2020-11,Africa,Via Cape of Good Hope,COVID-19,-17.836292412006994,4.100797398201239,trade_overview,,,,,,,
Algeria,32799157.6,992025619.76,17385646.93,525836894.32,50184804.52,-15413510.67,2020,12,overview,False,2020-12-01,2020-12,Africa,Via Cape of Good Hope,COVID-19,-17.461857548632274,-14.094392961178027,trade_overview,,,,,,,
Algeria,33173431.11,1119765123.3,18198974.5,614304165.81,51372405.62,-14974456.61,2021,1,overview,False,2021-01-01,2021-01,Africa,Via Cape of Good Hope,COVID-19,-8.369114151895952,2.3664555662993525,trade_overview,,,,,,,
Algeria,33599554.23,1162098417.0,18347434.12,634577590.05,51946988.35,-15252120.11,2021,2,overview,False,2021-02-01,2021-02,Africa,Via Cape of Good Hope,COVID-19,-15.365813661374395,1.1184656880780963,trade_overview,,,,,,,
Algeria,35649324.94,1212007653.07,20777714.04,706401831.35,56427038.97,-14871610.9,2021,3,overview,False,2021-03-01,2021-03,Africa,Via Cape of Good Hope,COVID-19,27.63360506261856,8.624274019150135,trade_overview,,,,,,,
Algeria,41911881.13,1374194661.59,23617369.44,774359492.36,65529250.57,-18294511.7,2021,4,overview,False,2021-04-01,2021-04,Africa,Via Cape of Good Hope,COVID-19,26.669677391712575,16.130939645511578,trade_overview,,,,,,,
Algeria,43738795.99,1478706012.7,25244749.2,853465706.64,68983545.18,-18494046.79,2021,5,overview,False,2021-05-01,2021-05,Africa,Via Cape of Good Hope,COVID-19,28.644834911041972,5.271378170745367,trade_overview,,,,,,,
Algeria,43228223.04,1393723330.73,26584234.15,857103641.06,69812457.19,-16643988.89,2021,6,overview,False,2021-06-01,2021-06,Africa,Via Cape of Good Hope,COVID-19,28.677111800181954,1.2016083079480655,trade_overview,,,,,,,
Algeria,37978324.78,1217977856.95,22731119.9,728994784.73,60709444.68,-15247204.88,2021,7,overview,False,2021-07-01,2021-07,Africa,Via Cape of Good Hope,COVID-19,24.44141263499111,-13.039238090739946,trade_overview,,,,,,,
Algeria,43034423.1,1326476195.29,24440562.74,753346329.12,67474985.84,-18593860.37,2021,8,overview,False,2021-08-01,2021-08,Africa,Via Cape of Good Hope,COVID-19,32.77728954282924,11.144132837421306,trade_overview,,,,,,,
Algeria,40967572.02,1348703368.74,25314680.77,833390741.84,66282252.79,-15652891.25,2021,9,overview,False,2021-09-01,2021-09,Africa,Via Cape of Good Hope,COVID-19,16.607291253953104,-1.7676669882203067,trade_overview,,,,,,,
Algeria,34267488.72,1185319827.29,25444849.93,880142848.36,59712338.65,-8822638.79,2021,10,overview,False,2021-10-01,2021-10,Africa,Via Cape of Good Hope,COVID-19,6.406316946393464,-9.91202601519181,trade_overview,,,,,,,
Algeria,39536723.98,1251608459.13,22695557.38,718470038.39,62232281.36,-16841166.6,2021,11,overview,False,2021-11-01,2021-11,Africa,Via Cape of Good Hope,COVID-19,6.528299926145964,4.220137356820808,trade_overview,,,,,,,
Algeria,39514928.1,1282783309.59,20941973.23,679844682.03,60456901.32,-18572954.87,2021,12,overview,False,2021-12-01,2021-12,Africa,Via Cape of Good Hope,COVID-19,20.468540025708947,-2.852828148352493,trade_overview,,,,,,,
Algeria,40406817.78,1364317366.54,22923753.77,774009860.09,63330571.55,-17483064.01,2022,1,overview,False,2022-01-01,2022-01,Africa,Via Cape of Good Hope,Post-COVID,23.27741087005768,4.75325424766575,trade_overview,,,,,,,
Algeria,36727003.88,1307900475.08,19891236.8,708355033.49,56618240.68,-16835767.08,2022,2,overview,False,2022-02-01,2022-02,Africa,Via Cape of Good Hope,Russia-Ukraine,8.992344846878876,-10.598879349605362,trade_overview,,,,,,,
Algeria,43261549.43,1351825356.96,21294868.87,665416382.36,64556418.31,-21966680.56,2022,3,overview,False,2022-03-01,2022-03,Africa,Via Cape of Good Hope,Russia-Ukraine,14.406886287834574,14.02053037088471,trade_overview,,,,,,,
Algeria,48365052.39,1661202965.92,22777188.81,782332112.64,71142241.2,-25587863.57,2022,4,overview,False,2022-04-01,2022-04,Africa,Via Cape of Good Hope,Russia-Ukraine,8.565626161105055,10.201654711348551,trade_overview,,,,,,,
Algeria,47913633.04,1520674535.34,26299978.39,834704130.79,74213611.43,-21613654.65,2022,5,overview,False,2022-05-01,2022-05,Africa,Via Cape of Good Hope,Russia-Ukraine,7.581614189808739,4.317224448082202,trade_overview,,,,,,,
Algeria,42699587.2,1382252028.32,28066819.54,908566587.85,70766406.74,-14632767.65,2022,6,overview,False,2022-06-01,2022-06,Africa,Via Cape of Good Hope,Russia-Ukraine,1.366446030403634,-4.644976337327956,trade_overview,,,,,,,
Algeria,44082372.23,1495803941.02,26331442.16,893479024.87,70413814.39,-17750930.07,2022,7,overview,False,2022-07-01,2022-07,Africa,Via Cape of Good Hope,Russia-Ukraine,15.984942311944739,-0.49824820312756035,trade_overview,,,,,,,
Algeria,47113713.6,1555298683.38,27073710.0,893746264.17,74187423.6,-20040003.6,2022,8,overview,False,2022-08-01,2022-08,Africa,Via Cape of Good Hope,Russia-Ukraine,9.9480387827229,5.359188736885012,trade_overview,,,,,,,
Algeria,48265119.22,1527854004.29,27287279.43,863791073.48,75552398.64,-20977839.79,2022,9,overview,False,2022-09-01,2022-09,Africa,Via Cape of Good Hope,Russia-Ukraine,13.985864179013818,1.8399008534918382,trade_overview,,,,,,,
Algeria,51328147.6,1691958999.68,32277012.64,1063965573.69,83605160.24,-19051134.97,2022,10,overview,False,2022-10-01,2022-10,Africa,Via Cape of Good Hope,Russia-Ukraine,40.013206868426664,10.658512165008327,trade_overview,,,,,,,
Algeria,48056821.51,1801612555.05,24799202.81,929702667.16,72856024.32,-23257618.7,2022,11,overview,False,2022-11-01,2022-11,Africa,Via Cape of Good Hope,Russia-Ukraine,17.071112817709498,-12.857024481674506,trade_overview,,,,,,,
Algeria,37261153.62,1220046258.3,25368394.44,830640270.32,62629548.06,-11892759.18,2022,12,overview,False,2022-12-01,2022-12,Africa,Via Cape of Good Hope,Russia-Ukraine,3.5937117062948998,-14.036555460510735,trade_overview,,,,,,,
Algeria,42987347.94,1449509212.76,25108809.59,846654947.73,68096157.53,-17878538.35,2023,1,overview,False,2023-01-01,2023-01,Africa,Via Cape of Good Hope,Russia-Ukraine,7.524937582850555,8.728483023321365,trade_overview,,,,,,,
Algeria,40704887.89,1427528901.46,21665360.84,759808719.89,62370248.73,-19039527.05,2023,2,overview,False,2023-02-01,2023-02,Africa,Via Cape of Good Hope,Russia-Ukraine,10.159284324127471,-8.408563724726225,trade_overview,,,,,,,
Algeria,37896545.35,1258284424.06,27229745.94,904113155.01,65126291.29,-10666799.42,2023,3,overview,False,2023-03-01,2023-03,Africa,Via Cape of Good Hope,Russia-Ukraine,0.8827518547628532,4.41884170116249,trade_overview,,,,,,,
Algeria,41416923.47,1391317089.73,27375567.14,919626356.09,68792490.61,-14041356.32,2023,4,overview,False,2023-04-01,2023-04,Africa,Via Cape of Good Hope,Russia-Ukraine,-3.3028908709724525,5.629369103293214,trade_overview,,,,,,,
Algeria,39786368.88,1365860841.27,28553888.05,980251243.12,68340256.94,-11232480.83,2023,5,overview,False,2023-05-01,2023-05,Africa,Via Cape of Good Hope,Russia-Ukraine,-7.914120303308369,-0.6573881334865694,trade_overview,,,,,,,
Algeria,43535211.58,1371012072.17,25683288.49,808818822.57,69218500.07,-17851923.09,2023,6,overview,False,2023-06-01,2023-06,Africa,Via Cape of Good Hope,Russia-Ukraine,-2.187346710547422,1.285103640700469,trade_overview,,,,,,,
Algeria,54164965.91,1847075478.91,24701926.9,842358574.37,78866892.81,-29463039.01,2023,7,overview,False,2023-07-01,2023-07,Africa,Via Cape of Good Hope,Russia-Ukraine,12.004857985935914,13.939037584233539,trade_overview,,,,,,,
Algeria,49557425.03,1721370838.66,25892698.27,899379572.42,75450123.3,-23664726.76,2023,8,overview,False,2023-08-01,2023-08,Africa,Via Cape of Good Hope,Russia-Ukraine,1.7020401015786168,-4.33232423424037,trade_overview,,,,,,,
Algeria,48837354.87,1519457236.37,31682588.86,985727810.89,80519943.73,-17154766.01,2023,9,overview,False,2023-09-01,2023-09,Africa,Via Cape of Good Hope,Russia-Ukraine,6.5749667507842835,6.719432929011537,trade_overview,,,,,,,
Algeria,46052233.65,1447896509.71,31108293.42,978054393.73,77160527.07,-14943940.23,2023,10,overview,False,2023-10-01,2023-10,Africa,Via Cape of Good Hope,Post-RU War,-7.7084155469588245,-4.172154753690371,trade_overview,,,,,,,
Algeria,53401754.76,1700704199.7,30933768.69,985158456.94,84335523.45,-22467986.08,2023,11,overview,False,2023-11-01,2023-11,Africa,Via Cape of Good Hope,Post-RU War,15.756417176401882,9.298791302307796,trade_overview,,,,,,,
Algeria,44674419.86,1440616555.99,25677146.08,828011239.4,70351565.94,-18997273.78,2023,12,overview,False,2023-12-01,2023-12,Africa,Via Cape of Good Hope,Post-RU War,12.329672046495045,-16.581337185024616,trade_overview,,,,,,,
Algeria,43377180.83,1388175241.88,27706143.83,886663959.67,71083324.66,-15671037.0,2024,1,overview,False,2024-01-01,2024-01,Africa,Via Cape of Good Hope,Post-RU War,4.38668970225522,1.0401456033318324,trade_overview,,,,,,,
Algeria,45123658.67,1503738349.33,28336011.91,944292839.6,73459670.59,-16787646.76,2024,2,overview,False,2024-02-01,2024-02,Africa,Via Cape of Good Hope,Post-RU War,17.779986589449038,3.3430427478826408,trade_overview,,,,,,,
Algeria,48409630.92,1759674296.49,25661818.15,932798720.77,74071449.07,-22747812.77,2024,3,overview,False,2024-03-01,2024-03,Africa,Via Cape of Good Hope,Post-RU War,13.735094694964612,0.832808635114235,trade_overview,,,,,,,
Algeria,47163491.6,1578628146.09,29656601.75,992648013.35,76820093.35,-17506889.85,2024,4,overview,False,2024-04-01,2024-04,Africa,Via Cape of Good Hope,Post-RU War,11.669300920518012,3.7108012797244516,trade_overview,,,,,,,
Algeria,43202114.72,1395229805.08,26901435.58,868792765.35,70103550.3,-16300679.14,2024,5,overview,False,2024-05-01,2024-05,Africa,Via Cape of Good Hope,Post-RU War,2.580167881938311,-8.743211257761374,trade_overview,,,,,,,
Algeria,49354870.03,1619490099.92,32344178.33,1061315257.64,81699048.36,-17010691.7,2024,6,overview,False,2024-06-01,2024-06,Africa,Via Cape of Good Hope,Post-RU War,18.030654055459962,16.54052898944265,trade_overview,,,,,,,
Algeria,36544113.24,1245299423.66,29922740.67,1019665505.9,66466853.91,-6621372.57,2024,7,overview,False,2024-07-01,2024-07,Africa,Via Cape of Good Hope,Post-RU War,-15.722743039811672,-18.644274022483852,trade_overview,,,,,,,
Algeria,51015493.31,1734193148.85,29898221.65,1016344012.02,80913714.96,-21117271.66,2024,8,overview,False,2024-08-01,2024-08,Africa,Via Cape of Good Hope,Post-RU War,7.241329001247632,21.735436838280165,trade_overview,,,,,,,
Algeria,44471806.45,1404398561.6,29206644.33,922331979.62,73678450.78,-15265162.13,2024,9,overview,False,2024-09-01,2024-09,Africa,Via Cape of Good Hope,Post-RU War,-8.496643977970153,-8.941950302957624,trade_overview,,,,,,,
Algeria,54491947.43,1791215928.42,29335165.96,964282229.16,83827113.39,-25156781.46,2024,10,overview,False,2024-10-01,2024-10,Africa,Via Cape of Good Hope,Post-RU War,8.63989214841947,13.774261677004285,trade_overview,,,,,,,
Algeria,52709031.55,1713494179.53,29540227.06,960309943.7,82249258.61,-23168804.5,2024,11,overview,False,2024-11-01,2024-11,Africa,Via Cape of Good Hope,Post-RU War,-2.473767582929498,-1.8822725919943606,trade_overview,,,,,,,
Algeria,47039304.99,1548139282.67,26117287.79,859562002.38,73156592.79,-20922017.2,2024,12,overview,False,2024-12-01,2024-12,Africa,Via Cape of Good Hope,Post-RU War,3.9871562381316394,-11.055012499400807,trade_overview,,,,,,,
Algeria,42781464.13,1405803574.42,28394580.64,933049014.76,71176044.76,-14386883.49,2025,1,overview,False,2025-01-01,2025-01,Africa,Via Cape of Good Hope,Post-RU War,0.1304386091161236,-2.7072721055848903,trade_overview,,,,,,,
Algeria,40108777.31,1236078631.87,26145454.61,805754748.28,66254231.91,-13963322.7,2025,2,overview,False,2025-02-01,2025-02,Africa,Via Cape of Good Hope,Post-RU War,-9.808699960302947,-6.91498504390905,trade_overview,,,,,,,
Algeria,49900826.69,1599617840.73,32201307.22,1032243129.66,82102133.91,-17699519.48,2025,3,overview,False,2025-03-01,2025-03,Africa,Via Cape of Good Hope,Post-RU War,10.841808741193582,23.91983356101366,trade_overview,,,,,,,
Algeria,53028179.19,1752958725.19,31026108.69,1025633706.06,84054287.88,-22002070.49,2025,4,overview,False,2025-04-01,2025-04,Africa,Via Cape of Good Hope,Post-RU War,9.417060321757598,2.377714045946644,trade_overview,,,,,,,
Algeria,52818328.8,1759179450.06,25772745.42,858393007.43,78591074.22,-27045583.39,2025,5,overview,False,2025-05-01,2025-05,Africa,Via Cape of Good Hope,Post-RU War,12.1071242236358,-6.4996251800973575,trade_overview,,,,,,,
Algeria,44960584.08,1517783446.84,30053754.4,1014557347.74,75014338.48,-14906829.69,2025,6,overview,False,2025-06-01,2025-06,Africa,Via Cape of Good Hope,12-Day War,-8.182114742076774,-4.551071194150669,trade_overview,,,,,,,
Algeria,48962454.46,1519354372.65,33066628.17,1026090841.68,82029082.63,-15895826.28,2025,7,overview,False,2025-07-01,2025-07,Africa,Via Cape of Good Hope,Post-12-Day,23.41351787324275,9.351204439228944,trade_overview,,,,,,,
Algeria,42156402.1,1363907085.42,30066127.28,972744399.11,72222529.38,-12090274.82,2025,8,overview,False,2025-08-01,2025-08,Africa,Via Cape of Good Hope,Post-12-Day,-10.741300883659244,-11.954971256028058,trade_overview,,,,,,,
Algeria,54387823.31,1944265665.46,29194451.17,1043648478.33,83582274.48,-25193372.14,2025,9,overview,False,2025-09-01,2025-09,Africa,Via Cape of Good Hope,Post-12-Day,13.441954323350668,15.72881093686227,trade_overview,,,,,,,
Algeria,56702001.34,1843732308.26,36615365.88,1190591715.64,93317367.23,-20086635.46,2025,10,overview,False,2025-10-01,2025-10,Africa,Via Cape of Good Hope,Post-12-Day,11.321222282636922,11.64731734158475,trade_overview,,,,,,,
Algeria,48746745.36,1684963691.09,29362326.3,1014928347.13,78109071.65,-19384419.06,2025,11,overview,False,2025-11-01,2025-11,Africa,Via Cape of Good Hope,Post-12-Day,-5.033707330580873,-16.29739032662162,trade_overview,,,,,,,
Algeria,52064865.72,1757720482.46,27859150.86,940530613.16,79924016.58,-24205714.87,2025,12,overview,False,2025-12-01,2025-12,Africa,Via Cape of Good Hope,Post-12-Day,9.250600023741207,2.3236032533232587,trade_overview,,,,,,,
Algeria,42935168.12,1350355516.16,29200307.75,918379928.78,72135475.87,-13734860.37,2026,1,overview,False,2026-01-01,2026-01,Africa,Via Cape of Good Hope,Post-12-Day,1.3479691281457429,-9.744931552838121,trade_overview,,,,,,,
Algeria,42311394.26,1396027695.04,29555043.73,975142991.4,71866437.99,-12756350.53,2026,2,overview,False,2026-02-01,2026-02,Africa,Via Cape of Good Hope,Iran War,8.470713369107719,-0.37296195353984096,trade_overview,,,,,,,
Algeria,50310197.14,1642071814.74,28602762.33,933564019.3,78912959.47,-21707434.8,2026,3,overview,False,2026-03-01,2026-03,Africa,Via Cape of Good Hope,Iran War,-3.8843989651912825,9.805023982099282,trade_overview,,,,,,,
Argentina,39052983.84,1302072950.37,19833678.8,661278451.43,58886662.64,-19219305.03,2019,1,overview,False,2019-01-01,2019-01,Americas,Via Cape of Good Hope,Pre-COVID,,,trade_overview,,,,,,,
Argentina,37755346.32,1319859635.35,22632966.38,791208177.51,60388312.7,-15122379.94,2019,2,overview,False,2019-02-01,2019-02,Americas,Via Cape of Good Hope,Pre-COVID,,2.5500682033557487,trade_overview,,,,,,,
Argentina,37535852.53,1333675583.02,21695058.79,770840895.62,59230911.33,-15840793.74,2019,3,overview,False,2019-03-01,2019-03,Americas,Via Cape of Good Hope,Pre-COVID,,-1.916598292371241,trade_overview,,,,,,,
Argentina,38959370.78,1283745165.46,23428156.48,771978140.57,62387527.25,-15531214.3,2019,4,overview,False,2019-04-01,2019-04,Americas,Via Cape of Good Hope,Pre-COVID,,5.329338767747771,trade_overview,,,,,,,
Argentina,41551050.38,1467822048.51,25468429.47,899691391.0,67019479.84,-16082620.91,2019,5,overview,False,2019-05-01,2019-05,Americas,Via Cape of Good Hope,Pre-COVID,,7.424484979888346,trade_overview,,,,,,,
Argentina,46068479.23,1611295326.39,24408120.17,853700634.55,70476599.4,-21660359.06,2019,6,overview,False,2019-06-01,2019-06,Americas,Via Cape of Good Hope,Pre-COVID,,5.158380172829458,trade_overview,,,,,,,
Argentina,44727722.02,1409619108.37,21858998.79,688898539.8,66586720.81,-22868723.23,2019,7,overview,False,2019-07-01,2019-07,Americas,Via Cape of Good Hope,Pre-COVID,,-5.519390298505245,trade_overview,,,,,,,
Argentina,41041227.39,1263315985.03,26557116.25,817471396.6,67598343.65,-14484111.14,2019,8,overview,False,2019-08-01,2019-08,Americas,Via Cape of Good Hope,Pre-COVID,,1.5192561334963273,trade_overview,,,,,,,
Argentina,44243101.86,1481469274.67,22536277.33,754621647.81,66779379.2,-21706824.53,2019,9,overview,False,2019-09-01,2019-09,Americas,Via Cape of Good Hope,Pre-COVID,,-1.2115155576005066,trade_overview,,,,,,,
Argentina,46475347.16,1580573600.83,26478883.47,900516655.36,72954230.63,-19996463.7,2019,10,overview,False,2019-10-01,2019-10,Americas,Via Cape of Good Hope,Pre-COVID,,9.246643955024947,trade_overview,,,,,,,
Argentina,38218518.39,1316523906.61,24791555.46,854001589.31,63010073.85,-13426962.93,2019,11,overview,False,2019-11-01,2019-11,Americas,Via Cape of Good Hope,Pre-COVID,,-13.630678706535203,trade_overview,,,,,,,
Argentina,36315109.43,1125085436.5,22441144.11,695253430.52,58756253.54,-13873965.33,2019,12,overview,False,2019-12-01,2019-12,Americas,Via Cape of Good Hope,Pre-COVID,,-6.751016226590256,trade_overview,,,,,,,
Argentina,42055760.54,1270091962.1,21571552.16,651464975.4,63627312.7,-20484208.38,2020,1,overview,False,2020-01-01,2020-01,Americas,Via Cape of Good Hope,Pre-COVID,8.05046482084013,8.29028208322351,trade_overview,,,,,,,
Argentina,34372895.91,1106119098.46,22197113.35,714302660.75,56570009.25,-12175782.56,2020,2,overview,False,2020-02-01,2020-02,Americas,Via Cape of Good Hope,Pre-COVID,-6.322917927793014,-11.091625829421526,trade_overview,,,,,,,
Argentina,39455189.44,1388675336.97,16714785.4,588298030.63,56169974.84,-22740404.04,2020,3,overview,False,2020-03-01,2020-03,Americas,Via Cape of Good Hope,COVID-19,-5.167802455285964,-0.707149274507135,trade_overview,,,,,,,
Argentina,34686546.02,1235993101.51,18616660.12,663371425.75,53303206.14,-16069885.89,2020,4,overview,False,2020-04-01,2020-04,Americas,Via Cape of Good Hope,COVID-19,-14.561117438742532,-5.1037386222194,trade_overview,,,,,,,
Argentina,33798564.76,1120004290.51,19213329.27,636684171.83,53011894.03,-14585235.49,2020,5,overview,False,2020-05-01,2020-05,Americas,Via Cape of Good Hope,COVID-19,-20.9007677222223,-0.5465189265254966,trade_overview,,,,,,,
Argentina,37938495.82,1244599827.73,20618357.47,676400147.07,58556853.29,-17320138.35,2020,6,overview,False,2020-06-01,2020-06,Americas,Via Cape of Good Hope,COVID-19,-16.913055129615127,10.459839931133285,trade_overview,,,,,,,
Argentina,33740966.22,1158061197.82,17963775.12,616554688.75,51704741.34,-15777191.11,2020,7,overview,False,2020-07-01,2020-07,Americas,Via Cape of Good Hope,COVID-19,-22.349770778567944,-11.701639628866733,trade_overview,,,,,,,
Argentina,37330673.29,1225668169.31,18076131.11,593488854.3,55406804.4,-19254542.19,2020,8,overview,False,2020-08-01,2020-08,Americas,Via Cape of Good Hope,COVID-19,-18.035263279709078,7.160006924038109,trade_overview,,,,,,,
Argentina,39495696.09,1222024911.58,21729466.4,672325136.22,61225162.49,-17766229.69,2020,9,overview,False,2020-09-01,2020-09,Americas,Via Cape of Good Hope,COVID-19,-8.317263167969069,10.501161640717193,trade_overview,,,,,,,
Argentina,37842955.03,1249264830.06,20455926.09,675287355.68,58298881.12,-17387028.94,2020,10,overview,False,2020-10-01,2020-10,Americas,Via Cape of Good Hope,COVID-19,-20.088416235005123,-4.7795403899139615,trade_overview,,,,,,,
Argentina,37299119.7,1343622931.54,17376571.35,625954712.33,54675691.06,-19922548.35,2020,11,overview,False,2020-11-01,2020-11,Americas,Via Cape of Good Hope,COVID-19,-13.22706399272059,-6.214853510725482,trade_overview,,,,,,,
Argentina,33150551.08,1112929121.4,20096264.52,674671077.52,53246815.61,-13054286.56,2020,12,overview,False,2020-12-01,2020-12,Americas,Via Cape of Good Hope,COVID-19,-9.3767685957875,-2.6133651396046953,trade_overview,,,,,,,
Argentina,33834591.17,1059318954.16,22676987.49,709988264.85,56511578.66,-11157603.67,2021,1,overview,False,2021-01-01,2021-01,Americas,Via Cape of Good Hope,COVID-19,-11.183458389246114,6.131377083490519,trade_overview,,,,,,,
Argentina,36169239.59,1215038020.89,20274650.0,681088983.19,56443889.59,-15894589.58,2021,2,overview,False,2021-02-01,2021-02,Americas,Via Cape of Good Hope,COVID-19,-0.22294438638437164,-0.11977911713852984,trade_overview,,,,,,,
Argentina,36053893.79,1228631113.38,21803193.12,743001063.83,57857086.92,-14250700.67,2021,3,overview,False,2021-03-01,2021-03,Americas,Via Cape of Good Hope,COVID-19,3.0035834710728126,2.5037206689072056,trade_overview,,,,,,,
Argentina,37494978.71,1313309566.58,21954230.37,768974987.11,59449209.08,-15540748.34,2021,4,overview,False,2021-04-01,2021-04,Americas,Via Cape of Good Hope,COVID-19,11.530268786942433,2.751818739511469,trade_overview,,,,,,,
Argentina,44832663.35,1480068582.46,25249609.23,833569780.31,70082272.58,-19583054.12,2021,5,overview,False,2021-05-01,2021-05,Americas,Via Cape of Good Hope,COVID-19,32.20103499856031,17.88596293298239,trade_overview,,,,,,,
Argentina,43919741.64,1425045886.97,20522162.29,665874202.85,64441903.93,-23397579.36,2021,6,overview,False,2021-06-01,2021-06,Americas,Via Cape of Good Hope,COVID-19,10.050148376065504,-8.04821025682555,trade_overview,,,,,,,
