ticker,date,open,high,low,close,adj_close,volume
AGG,2023-04-26,99.51,100.0,99.07,99.07,99.07,4737857
AGG,2023-04-27,99.07,99.43,98.73,99.43,99.43,7962417
AGG,2023-04-29,99.43,99.45,99.18,99.34,99.34,7210166
AGG,2023-04-30,99.34,100.08,99.28,100.08,100.08,3638567
AGG,2023-05-02,100.08,100.24,99.89,99.99,99.99,6543723
AGG,2023-05-03,99.99,100.41,99.41,99.76,99.76,4984907
AGG,2023-05-04,99.76,100.43,99.4,99.93,99.93,5578397
AGG,2023-05-06,99.93,100.19,99.9,99.94,99.94,4903116
AGG,2023-05-07,99.94,100.12,99.75,99.92,99.92,4523395
AGG,2023-05-09,99.92,100.16,99.75,99.88,99.88,4730498
AGG,2023-05-10,99.88,99.89,99.6,99.6,99.6,7112402
AGG,2023-05-11,99.6,99.86,99.17,99.61,99.61,3874193
AGG,2023-05-13,99.61,100.4,99.59,99.8,99.8,3731869
AGG,2023-05-14,99.8,99.85,99.62,99.62,99.62,7829110
AGG,2023-05-16,99.62,100.18,99.41,99.79,99.79,5530709
AGG,2023-05-17,99.79,99.84,99.41,99.51,99.51,6097939
AGG,2023-05-18,99.51,99.81,99.38,99.71,99.71,3306748
AGG,2023-05-20,99.71,100.18,99.65,99.65,99.65,7918394
AGG,2023-05-21,99.65,99.83,99.53,99.56,99.56,3606924
AGG,2023-05-23,99.56,99.66,99.38,99.38,99.38,5547110
AGG,2023-05-24,99.38,99.86,99.09,99.45,99.45,6119479
AGG,2023-05-25,99.45,99.74,98.66,98.66,98.66,4838796
AGG,2023-05-27,98.66,99.03,98.56,98.6,98.6,6668071
AGG,2023-05-28,98.6,99.4,98.43,98.43,98.43,5676550
AGG,2023-05-30,98.43,98.74,98.42,98.57,98.57,5739797
AGG,2023-05-31,98.57,98.95,98.56,98.95,98.95,3750243
AGG,2023-06-01,98.95,99.31,98.67,98.67,98.67,5380090
AGG,2023-06-03,98.67,99.17,98.21,98.25,98.25,7460423
AGG,2023-06-04,98.25,98.61,97.91,98.2,98.2,5188015
AGG,2023-06-06,98.2,98.42,97.53,98.42,98.42,6296769
AGG,2023-06-07,98.42,98.51,98.18,98.25,98.25,6069667
AGG,2023-06-08,98.25,98.48,98.1,98.27,98.27,5561109
AGG,2023-06-10,98.27,98.34,98.07,98.07,98.07,3423960
AGG,2023-06-11,98.07,98.13,97.65,97.97,97.97,4748516
AGG,2023-06-13,97.97,98.18,97.61,97.68,97.68,3925977
AGG,2023-06-14,97.68,98.06,97.37,98.06,98.06,6123317
AGG,2023-06-15,98.06,98.44,97.84,97.84,97.84,3606932
AGG,2023-06-17,97.84,98.26,97.7,98.26,98.26,3209756
AGG,2023-06-18,98.26,98.94,97.7,98.94,98.94,6740365
AGG,2023-06-20,98.94,99.27,98.82,99.12,99.12,7640418
AGG,2023-06-21,99.12,99.3,98.72,98.87,98.87,5160384
AGG,2023-06-22,98.87,99.52,98.8,99.52,99.52,7434624
AGG,2023-06-24,99.52,99.94,99.23,99.44,99.44,7079734
AGG,2023-06-25,99.44,99.53,99.37,99.4,99.4,7209992
AGG,2023-06-27,99.4,99.92,99.17,99.92,99.92,6280809
AGG,2023-06-28,99.92,100.33,99.79,99.99,99.99,7088926
AGG,2023-06-29,99.99,100.0,99.52,99.79,99.79,7203515
AGG,2023-07-01,99.79,100.33,99.72,99.9,99.9,4487742
AGG,2023-07-02,99.9,100.73,99.71,100.73,100.73,7366614
AGG,2023-07-04,100.73,101.16,100.69,101.16,101.16,3046658
AGG,2023-07-05,101.16,101.42,100.78,100.78,100.78,7959049
AGG,2023-07-06,100.78,101.05,100.59,100.72,100.72,5775424
AGG,2023-07-08,100.72,100.95,100.26,100.92,100.92,3940123
AGG,2023-07-09,100.92,101.31,100.88,101.31,101.31,6804953
AGG,2023-07-11,101.31,101.78,100.96,101.33,101.33,3744440
AGG,2023-07-12,101.33,101.57,100.78,101.57,101.57,7430978
AGG,2023-07-13,101.57,102.12,101.11,101.46,101.46,5063109
AGG,2023-07-15,101.46,101.86,100.98,100.98,100.98,6211627
AGG,2023-07-16,100.98,101.81,100.76,101.81,101.81,5807422
AGG,2023-07-18,101.81,102.48,101.48,102.48,102.48,4349103
AGG,2023-07-19,102.48,102.68,102.06,102.68,102.68,3385291
AGG,2023-07-20,102.68,102.83,102.46,102.64,102.64,6943074
AGG,2023-07-22,102.64,103.54,102.38,102.96,102.96,3737262
AGG,2023-07-23,102.96,103.57,102.74,102.74,102.74,5991126
AGG,2023-07-25,102.74,102.8,102.56,102.72,102.72,5106240
AGG,2023-07-26,102.72,103.12,102.64,103.12,103.12,7199011
AGG,2023-07-27,103.12,103.51,102.49,102.82,102.82,5938846
AGG,2023-07-29,102.82,103.19,102.68,102.68,102.68,4493627
AGG,2023-07-30,102.68,103.01,102.12,102.12,102.12,7209667
AGG,2023-08-01,102.12,102.3,101.74,102.3,102.3,3667399
AGG,2023-08-02,102.3,102.36,101.38,101.38,101.38,5482305
AGG,2023-08-03,101.38,101.92,101.19,101.92,101.92,6051125
AGG,2023-08-05,101.92,102.09,101.74,102.09,102.09,6284775
AGG,2023-08-06,102.09,102.15,101.8,102.07,102.07,7531272
AGG,2023-08-08,102.07,102.34,101.77,101.81,101.81,6796991
AGG,2023-08-09,101.81,102.3,101.81,102.3,102.3,3168068
AGG,2023-08-10,102.3,102.34,101.94,102.08,102.08,5055478
AGG,2023-08-12,102.08,102.32,102.05,102.32,102.32,7684112
AGG,2023-08-13,102.32,102.5,102.13,102.5,102.5,4300788
AGG,2023-08-15,102.5,102.91,102.41,102.77,102.77,5319662
AGG,2023-08-16,102.77,102.8,102.34,102.34,102.34,4747531
AGG,2023-08-17,102.34,102.61,102.12,102.12,102.12,5616954
AGG,2023-08-19,102.12,102.5,102.07,102.5,102.5,6539175
AGG,2023-08-20,102.5,102.53,102.16,102.25,102.25,3828872
AGG,2023-08-22,102.25,102.39,101.32,101.32,101.32,5058827
AGG,2023-08-23,101.32,101.97,101.31,101.53,101.53,7032018
AGG,2023-08-24,101.53,101.73,101.31,101.31,101.31,6931390
AGG,2023-08-26,101.31,101.56,101.11,101.11,101.11,6783757
AGG,2023-08-27,101.11,101.57,100.82,100.82,100.82,7389150
AGG,2023-08-29,100.82,101.32,100.54,100.74,100.74,5693508
AGG,2023-08-30,100.74,101.05,100.73,100.73,100.73,6283900
AGG,2023-08-31,100.73,101.09,100.6,100.6,100.6,4435689
AGG,2023-09-02,100.6,100.72,100.16,100.16,100.16,6172912
AGG,2023-09-03,100.16,100.57,100.03,100.03,100.03,3789774
AGG,2023-09-05,100.03,100.34,99.83,100.31,100.31,4583808
AGG,2023-09-06,100.31,100.44,100.01,100.22,100.22,5201617
AGG,2023-09-07,100.22,100.45,100.15,100.36,100.36,7412081
AGG,2023-09-09,100.36,100.81,100.34,100.38,100.38,7920551
AGG,2023-09-10,100.38,100.75,99.93,100.54,100.54,3829774
AGG,2023-09-12,100.54,100.85,100.16,100.49,100.49,6596768
AGG,2023-09-13,100.49,101.32,100.3,101.32,101.32,7290885
AGG,2023-09-14,101.32,101.74,101.0,101.39,101.39,5355839
AGG,2023-09-16,101.39,101.77,100.97,101.77,101.77,4788991
AGG,2023-09-17,101.77,102.19,101.44,102.19,102.19,6560070
AGG,2023-09-19,102.19,102.37,102.04,102.04,102.04,4739707
AGG,2023-09-20,102.04,102.57,101.65,102.57,102.57,4761874
AGG,2023-09-21,102.57,103.08,102.18,103.08,103.08,7895524
AGG,2023-09-23,103.08,103.18,102.69,102.8,102.8,6431635
AGG,2023-09-24,102.8,103.19,102.63,103.19,103.19,7185205
AGG,2023-09-26,103.19,103.63,103.15,103.49,103.49,4526553
AGG,2023-09-27,103.49,104.13,103.06,104.13,104.13,7691524
AGG,2023-09-28,104.13,104.29,103.93,104.26,104.26,4301434
AGG,2023-09-30,104.26,104.64,104.05,104.64,104.64,5802203
AGG,2023-10-01,104.64,104.96,104.27,104.61,104.61,5733241
AGG,2023-10-03,104.61,104.69,104.58,104.58,104.58,3553602
AGG,2023-10-04,104.58,104.61,104.42,104.42,104.42,4400186
AGG,2023-10-05,104.42,104.56,104.17,104.49,104.49,7553850
AGG,2023-10-07,104.49,104.75,104.18,104.75,104.75,7146973
AGG,2023-10-08,104.75,105.12,104.62,105.12,105.12,3562901
AGG,2023-10-10,105.12,105.73,105.04,105.25,105.25,3062020
AGG,2023-10-11,105.25,105.88,105.15,105.15,105.15,5991787
AGG,2023-10-12,105.15,105.5,104.81,104.81,104.81,7461512
AGG,2023-10-14,104.81,105.39,104.6,105.39,105.39,3173351
AGG,2023-10-15,105.39,105.77,105.08,105.42,105.42,3469286
AGG,2023-10-17,105.42,105.52,105.21,105.52,105.52,7146433
AGG,2023-10-18,105.52,105.85,104.62,105.59,105.59,4584732
AGG,2023-10-19,105.59,106.08,105.47,105.83,105.83,6009617
AGG,2023-10-21,105.83,106.15,105.29,105.8,105.8,5958485
AGG,2023-10-22,105.8,106.25,105.54,106.25,106.25,5561818
AGG,2023-10-24,106.25,106.53,105.52,106.18,106.18,7752655
AGG,2023-10-25,106.18,106.67,105.97,106.13,106.13,5531330
AGG,2023-10-26,106.13,106.2,105.88,105.94,105.94,5362466
AGG,2023-10-28,105.94,106.01,105.25,105.51,105.51,3980488
AGG,2023-10-29,105.51,105.76,105.02,105.02,105.02,3027528
AGG,2023-10-31,105.02,105.38,104.55,104.55,104.55,5860243
AGG,2023-11-01,104.55,104.59,103.95,103.95,103.95,3435463
AGG,2023-11-02,103.95,104.24,103.86,104.18,104.18,4726115
AGG,2023-11-04,104.18,104.54,103.55,104.54,104.54,7964084
AGG,2023-11-05,104.54,104.67,104.33,104.54,104.54,4972880
AGG,2023-11-07,104.54,105.06,103.95,103.95,103.95,6039526
AGG,2023-11-08,103.95,104.26,103.78,104.13,104.13,7775302
AGG,2023-11-09,104.13,104.18,103.6,103.99,103.99,3572438
AGG,2023-11-11,103.99,104.29,103.26,104.29,104.29,4845265
AGG,2023-11-12,104.29,104.62,104.24,104.24,104.24,3400900
AGG,2023-11-14,104.24,104.4,104.18,104.27,104.27,6342863
AGG,2023-11-15,104.27,104.74,103.93,103.93,103.93,6180480
AGG,2023-11-16,103.93,104.0,103.68,103.95,103.95,7368492
AGG,2023-11-18,103.95,104.07,103.57,103.76,103.76,3058533
AGG,2023-11-19,103.76,104.31,103.55,103.81,103.81,5430002
AGG,2023-11-21,103.81,103.84,103.64,103.64,103.64,4715836
AGG,2023-11-22,103.64,103.92,103.22,103.32,103.32,7228021
AGG,2023-11-23,103.32,103.89,102.93,103.12,103.12,4531567
AGG,2023-11-25,103.12,103.43,102.65,103.43,103.43,6991901
AGG,2023-11-26,103.43,103.54,103.39,103.54,103.54,4594334
AGG,2023-11-28,103.54,104.13,103.15,103.81,103.81,6005370
AGG,2023-11-29,103.81,104.18,103.46,104.16,104.16,5152646
AGG,2023-11-30,104.16,104.48,104.02,104.04,104.04,3127238
AGG,2023-12-02,104.04,104.5,103.86,104.48,104.48,5048144
AGG,2023-12-03,104.48,104.85,104.09,104.43,104.43,6028896
AGG,2023-12-05,104.43,104.62,104.03,104.03,104.03,6441371
AGG,2023-12-06,104.03,104.14,103.66,104.14,104.14,3137683
AGG,2023-12-07,104.14,104.33,103.99,104.33,104.33,3154778
AGG,2023-12-09,104.33,104.69,104.21,104.3,104.3,3116760
AGG,2023-12-10,104.3,104.83,104.12,104.23,104.23,3580694
AGG,2023-12-12,104.23,104.26,104.15,104.15,104.15,7442018
AGG,2023-12-13,104.15,104.54,104.11,104.54,104.54,4927559
AGG,2023-12-14,104.54,104.72,103.87,104.7,104.7,3770725
AGG,2023-12-16,104.7,105.44,104.49,105.29,105.29,5202206
AGG,2023-12-17,105.29,105.64,105.0,105.47,105.47,3973119
AGG,2023-12-19,105.47,105.62,104.81,105.42,105.42,5902338
AGG,2023-12-20,105.42,105.68,105.05,105.68,105.68,6131171
GLD,2023-01-03,180.0,180.49,175.73,175.73,175.73,11206604
GLD,2023-01-04,175.73,179.02,173.61,179.02,179.02,5394595
GLD,2023-01-05,179.02,183.53,178.59,183.53,183.53,10333866
GLD,2023-01-07,183.53,184.37,183.04,184.37,184.37,12942106
GLD,2023-01-08,184.37,185.49,183.72,185.49,185.49,9834074
GLD,2023-01-10,185.49,185.94,183.66,185.48,185.48,8753299
GLD,2023-01-11,185.48,186.63,183.93,183.93,183.93,10112754
GLD,2023-01-12,183.93,188.65,183.46,186.35,186.35,13655771
GLD,2023-01-14,186.35,186.86,185.44,186.29,186.29,10735289
GLD,2023-01-15,186.29,188.35,185.93,187.47,187.47,13930902
GLD,2023-01-17,187.47,192.68,186.31,188.56,188.56,5191160
GLD,2023-01-18,188.56,192.04,188.13,188.94,188.94,12227069
GLD,2023-01-19,188.94,189.67,187.21,187.6,187.6,13044372
GLD,2023-01-21,187.6,189.18,185.19,185.19,185.19,14574480
GLD,2023-01-22,185.19,186.89,183.92,186.89,186.89,12404761
GLD,2023-01-24,186.89,187.84,185.85,187.84,187.84,12689227
GLD,2023-01-25,187.84,189.99,187.22,189.99,189.99,5886047
GLD,2023-01-26,189.99,191.95,189.95,191.95,191.95,9075430
GLD,2023-01-28,191.95,192.21,190.51,190.76,190.76,13082352
GLD,2023-01-29,190.76,190.82,189.67,190.25,190.25,7995656
GLD,2023-01-31,190.25,191.71,189.06,190.29,190.29,5502260
GLD,2023-02-01,190.29,192.01,189.01,192.01,192.01,7952904
GLD,2023-02-02,192.01,193.71,190.5,190.65,190.65,8214957
GLD,2023-02-04,190.65,193.43,190.34,190.34,190.34,11404760
GLD,2023-02-05,190.34,190.84,187.89,190.49,190.49,6229206
GLD,2023-02-07,190.49,190.5,188.17,188.17,188.17,9493497
GLD,2023-02-08,188.17,191.41,187.8,191.41,191.41,7419316
GLD,2023-02-09,191.41,192.93,190.39,190.56,190.56,13039585
GLD,2023-02-11,190.56,195.52,189.85,192.5,192.5,7714093
GLD,2023-02-12,192.5,195.84,191.61,191.61,191.61,6338283
GLD,2023-02-14,191.61,191.89,190.13,190.7,190.7,5001346
GLD,2023-02-15,190.7,192.76,190.68,192.76,192.76,7761695
GLD,2023-02-16,192.76,193.04,191.26,192.2,192.2,8162701
GLD,2023-02-18,192.2,192.7,190.67,190.67,190.67,7703932
GLD,2023-02-19,190.67,192.24,189.85,189.85,189.85,9338174
GLD,2023-02-21,189.85,190.25,188.49,190.23,190.23,14640784
GLD,2023-02-22,190.23,191.28,185.85,190.75,190.75,11327118
GLD,2023-02-23,190.75,191.69,189.27,190.54,190.54,11663854
GLD,2023-02-25,190.54,190.9,189.43,190.74,190.74,12818238
GLD,2023-02-26,190.74,191.53,190.21,190.21,190.21,8600504
GLD,2023-02-28,190.21,191.29,187.61,190.25,190.25,7088827
GLD,2023-03-01,190.25,192.77,186.16,186.16,186.16,5523550
GLD,2023-03-02,186.16,188.71,185.4,185.4,185.4,7119940
GLD,2023-03-04,185.4,186.04,181.71,185.96,185.96,13801567
GLD,2023-03-05,185.96,187.84,183.23,187.17,187.17,6366009
GLD,2023-03-07,187.17,189.43,185.74,188.66,188.66,8156273
GLD,2023-03-08,188.66,191.59,186.57,186.57,186.57,13902150
GLD,2023-03-09,186.57,188.12,184.08,187.74,187.74,5580919
GLD,2023-03-11,187.74,189.51,186.42,187.85,187.85,5146933
GLD,2023-03-12,187.85,190.55,185.83,186.97,186.97,5193276
GLD,2023-03-14,186.97,188.73,182.45,186.61,186.61,10309376
GLD,2023-03-15,186.61,186.74,186.31,186.31,186.31,9640951
GLD,2023-03-16,186.31,187.27,184.23,186.38,186.38,12739913
GLD,2023-03-18,186.38,188.38,183.66,188.38,188.38,14760138
GLD,2023-03-19,188.38,189.62,187.75,189.62,189.62,5175523
GLD,2023-03-21,189.62,191.37,188.29,188.63,188.63,10179605
GLD,2023-03-22,188.63,191.24,186.46,186.46,186.46,13470608
GLD,2023-03-23,186.46,187.64,185.26,186.58,186.58,9579957
GLD,2023-03-25,186.58,188.04,183.8,183.8,183.8,12474444
GLD,2023-03-26,183.8,185.0,180.98,180.98,180.98,14577898
GLD,2023-03-28,180.98,181.37,178.83,181.05,181.05,6958330
GLD,2023-03-29,181.05,181.63,179.35,180.03,180.03,12813218
GLD,2023-03-30,180.03,180.45,178.18,178.18,178.18,8881657
GLD,2023-04-01,178.18,180.15,176.75,180.13,180.13,8451922
GLD,2023-04-02,180.13,180.93,178.45,179.77,179.77,12077213
GLD,2023-04-04,179.77,181.62,179.51,179.68,179.68,14579341
GLD,2023-04-05,179.68,179.99,176.24,176.98,176.98,5762392
GLD,2023-04-06,176.98,178.39,175.95,177.03,177.03,9596648
GLD,2023-04-08,177.03,179.6,173.37,173.37,173.37,5499790
GLD,2023-04-09,173.37,174.1,172.76,172.96,172.96,7419771
GLD,2023-04-11,172.96,173.72,169.65,170.39,170.39,5730815
GLD,2023-04-12,170.39,170.65,168.22,168.22,168.22,6901076
GLD,2023-04-13,168.22,168.93,167.2,168.93,168.93,9769001
GLD,2023-04-15,168.93,170.47,167.61,169.75,169.75,11406151
GLD,2023-04-16,169.75,170.5,167.37,168.25,168.25,9988956
GLD,2023-04-18,168.25,169.23,167.92,168.85,168.85,7286767
GLD,2023-04-19,168.85,169.81,166.88,166.88,166.88,12288614
GLD,2023-04-20,166.88,167.13,165.51,166.2,166.2,5291697
GLD,2023-04-22,166.2,169.53,165.64,169.53,169.53,8978366
GLD,2023-04-23,169.53,171.69,166.97,168.53,168.53,12542649
GLD,2023-04-25,168.53,170.14,165.59,165.59,165.59,10640740
GLD,2023-04-26,165.59,167.75,163.64,166.86,166.86,7403989
GLD,2023-04-27,166.86,168.37,166.22,166.92,166.92,14504591
GLD,2023-04-29,166.92,169.35,163.79,168.03,168.03,10800888
GLD,2023-04-30,168.03,170.63,166.61,170.63,170.63,13940943
GLD,2023-05-02,170.63,172.91,168.52,168.52,168.52,9763357
GLD,2023-05-03,168.52,168.54,166.25,166.25,166.25,8315646
GLD,2023-05-04,166.25,166.85,165.55,166.85,166.85,5711582
GLD,2023-05-06,166.85,167.16,162.78,162.78,162.78,8321910
GLD,2023-05-07,162.78,164.37,161.64,163.43,163.43,11546506
GLD,2023-05-09,163.43,163.93,160.72,160.72,160.72,6278668
GLD,2023-05-10,160.72,161.77,156.83,160.63,160.63,5546344
GLD,2023-05-11,160.63,162.27,159.01,159.01,159.01,12418963
GLD,2023-05-13,159.01,159.39,157.3,157.31,157.31,8029309
GLD,2023-05-14,157.31,159.12,156.62,159.12,159.12,8709410
GLD,2023-05-16,159.12,161.31,156.53,159.84,159.84,11610142
GLD,2023-05-17,159.84,161.07,158.59,160.01,160.01,12806317
GLD,2023-05-18,160.01,160.87,159.85,160.83,160.83,5424222
GLD,2023-05-20,160.83,163.11,159.23,161.85,161.85,12590052
GLD,2023-05-21,161.85,161.9,160.35,160.35,160.35,10088905
GLD,2023-05-23,160.35,161.3,159.54,161.3,161.3,12143266
GLD,2023-05-24,161.3,162.69,161.19,162.69,162.69,11945954
GLD,2023-05-25,162.69,163.75,161.4,163.75,163.75,6952406
GLD,2023-05-27,163.75,165.76,161.85,162.82,162.82,14785254
GLD,2023-05-28,162.82,164.02,162.12,163.53,163.53,14470906
GLD,2023-05-30,163.53,167.23,163.42,166.15,166.15,6630353
GLD,2023-05-31,166.15,167.48,165.69,167.28,167.28,13389973
GLD,2023-06-01,167.28,167.37,166.56,167.2,167.2,7349734
GLD,2023-06-03,167.2,168.64,166.41,168.64,168.64,5516687
GLD,2023-06-04,168.64,171.54,168.57,168.75,168.75,13626404
GLD,2023-06-06,168.75,169.59,165.32,169.57,169.57,6317150
GLD,2023-06-07,169.57,171.36,167.95,171.36,171.36,13714140
GLD,2023-06-08,171.36,173.11,170.25,173.11,173.11,10717459
GLD,2023-06-10,173.11,173.22,170.91,170.91,170.91,7876327
GLD,2023-06-11,170.91,173.09,168.45,169.28,169.28,12326990
GLD,2023-06-13,169.28,171.09,169.04,171.09,171.09,12837598
GLD,2023-06-14,171.09,173.85,169.29,170.26,170.26,5565856
GLD,2023-06-15,170.26,172.28,170.01,172.28,172.28,11417343
GLD,2023-06-17,172.28,174.64,171.7,174.14,174.14,12509397
GLD,2023-06-18,174.14,174.62,171.99,171.99,171.99,7763191
GLD,2023-06-20,171.99,172.58,171.94,172.58,172.58,6793646
GLD,2023-06-21,172.58,175.05,171.38,171.38,171.38,12045544
GLD,2023-06-22,171.38,172.88,168.42,168.42,168.42,7053329
GLD,2023-06-24,168.42,171.2,167.42,167.42,167.42,7874616
GLD,2023-06-25,167.42,167.78,166.28,167.78,167.78,5755836
GLD,2023-06-27,167.78,168.1,167.49,168.1,168.1,5920669
GLD,2023-06-28,168.1,170.79,166.03,170.79,170.79,5151106
GLD,2023-06-29,170.79,172.71,169.15,172.16,172.16,11100074
GLD,2023-07-01,172.16,173.65,170.37,170.37,170.37,14467337
GLD,2023-07-02,170.37,170.84,169.92,170.84,170.84,10875858
GLD,2023-07-04,170.84,172.73,170.47,172.57,172.57,10829260
GLD,2023-07-05,172.57,173.1,169.92,172.53,172.53,14575810
GLD,2023-07-06,172.53,174.4,171.61,174.4,174.4,14770069
GLD,2023-07-08,174.4,175.82,172.75,172.75,172.75,12483843
GLD,2023-07-09,172.75,174.1,172.04,172.57,172.57,12234478
GLD,2023-07-11,172.57,172.6,169.98,169.98,169.98,11132916
GLD,2023-07-12,169.98,171.09,167.94,167.94,167.94,6992703
GLD,2023-07-13,167.94,168.51,167.04,168.39,168.39,5137455
GLD,2023-07-15,168.39,169.49,166.94,167.18,167.18,5625262
GLD,2023-07-16,167.18,169.87,165.9,165.9,165.9,11067317
GLD,2023-07-18,165.9,166.27,165.02,165.02,165.02,14327105
GLD,2023-07-19,165.02,167.21,164.7,165.79,165.79,11167836
GLD,2023-07-20,165.79,167.19,164.6,167.19,167.19,8711129
GLD,2023-07-22,167.19,167.43,165.98,167.28,167.28,10383319
GLD,2023-07-23,167.28,169.46,166.07,166.07,166.07,12873870
GLD,2023-07-25,166.07,169.43,164.89,167.24,167.24,7483836
