country_eng,value_usd,value_baht,quantity,quantity_unit,year,month,hs_code,hs_description,data_type
Singapore,54038022.93,1617338021.79,47551.07,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Saudi Arabia,48814773.08,1748130526.05,37817.15,KGM,2019,2,29,Organic Chemicals (Naphtha),import
United States of America,43606739.48,1434546122.08,34206.94,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Germany,34386528.4,1100588865.57,30140.63,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Taiwan,29891293.03,991463130.64,26561.04,KGM,2019,2,29,Organic Chemicals (Naphtha),import
India,24012387.19,835655763.52,19654.07,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Malaysia,21545837.14,737147302.49,15756.96,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Indonesia,16449817.01,548498492.65,13769.84,KGM,2019,2,29,Organic Chemicals (Naphtha),import
United Arab Emirates,13023373.75,438551235.62,8903.81,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Iran,9955404.69,340149090.1,9065.89,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Qatar,11070399.23,350452950.65,8338.91,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Netherlands,8133636.61,266795077.52,7270.41,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Thailand,6208429.29,200830684.15,5068.32,KGM,2019,2,29,Organic Chemicals (Naphtha),import
Belgium,5874622.82,182878884.61,4590.21,KGM,2019,2,29,Organic Chemicals (Naphtha),import
China,134746293.86,4535771770.87,86530.93,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Japan,86000046.9,3008928842.04,98635.22,KGM,2019,3,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",73035893.0,2297428661.36,64005.63,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Singapore,61078753.8,2093020531.25,53238.18,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Saudi Arabia,48553941.01,1670869683.39,40351.01,KGM,2019,3,29,Organic Chemicals (Naphtha),import
United States of America,53788586.43,1852225185.46,34474.54,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Germany,34692446.41,1085297260.45,30536.16,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Taiwan,30381836.28,1000098609.9,31137.52,KGM,2019,3,29,Organic Chemicals (Naphtha),import
India,26927148.23,876486022.72,20664.37,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Malaysia,21829793.99,719315921.81,19311.91,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Indonesia,18886380.6,628430229.88,14797.32,KGM,2019,3,29,Organic Chemicals (Naphtha),import
United Arab Emirates,14678568.38,474457891.99,12301.66,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Iran,11106312.99,335977322.91,12576.61,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Qatar,9775163.85,306327271.68,10520.68,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Netherlands,7527340.98,241198369.59,8819.69,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Thailand,8878329.91,271097830.75,5637.73,KGM,2019,3,29,Organic Chemicals (Naphtha),import
Belgium,6129625.49,205994526.71,4332.2,KGM,2019,3,29,Organic Chemicals (Naphtha),import
China,130782913.2,4254704521.3,108933.36,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Japan,111527303.14,3702835003.63,69672.4,KGM,2019,4,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",80536739.09,2803620387.18,80798.72,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Singapore,65543421.27,2313903407.12,53511.32,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Saudi Arabia,52870093.9,1667973333.8,34575.87,KGM,2019,4,29,Organic Chemicals (Naphtha),import
United States of America,46968960.52,1622949540.05,45601.02,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Germany,40654237.07,1298359911.25,34495.66,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Taiwan,39489197.73,1306315528.13,29937.56,KGM,2019,4,29,Organic Chemicals (Naphtha),import
India,28372944.79,933873862.23,24791.6,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Malaysia,20037618.11,696366503.53,23206.24,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Indonesia,21176175.11,699125612.77,15510.91,KGM,2019,4,29,Organic Chemicals (Naphtha),import
United Arab Emirates,12014993.7,428342305.04,11330.28,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Iran,15460386.31,490997417.6,9010.0,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Qatar,9891520.66,323969604.24,8882.18,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Netherlands,11369572.75,370042994.76,8578.63,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Thailand,7960031.91,275699522.73,5905.72,KGM,2019,4,29,Organic Chemicals (Naphtha),import
Belgium,7323567.71,222775741.18,4387.3,KGM,2019,4,29,Organic Chemicals (Naphtha),import
China,121018544.17,4040566921.21,97649.05,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Japan,83253003.4,2737058690.85,73130.07,KGM,2019,5,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",76843324.19,2751206099.59,73529.55,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Singapore,63075730.7,2047705645.03,59024.21,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Saudi Arabia,52907332.74,1806941128.08,42678.12,KGM,2019,5,29,Organic Chemicals (Naphtha),import
United States of America,46791880.42,1463848967.88,37858.93,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Germany,44308037.96,1558869380.24,35165.97,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Taiwan,35321003.66,1196496197.89,27987.97,KGM,2019,5,29,Organic Chemicals (Naphtha),import
India,28420186.99,977563133.08,23641.66,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Malaysia,22949459.43,779294238.57,24084.04,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Indonesia,25044089.33,782292982.05,14315.76,KGM,2019,5,29,Organic Chemicals (Naphtha),import
United Arab Emirates,17286687.03,558609126.18,13531.03,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Iran,13095956.15,436431750.72,11614.44,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Qatar,10864380.14,364756928.18,9507.55,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Netherlands,10787697.09,343031751.53,7725.21,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Thailand,8429347.39,259644337.97,6501.25,KGM,2019,5,29,Organic Chemicals (Naphtha),import
Belgium,6366327.0,210306356.59,4955.87,KGM,2019,5,29,Organic Chemicals (Naphtha),import
China,118145114.75,3866503824.7,95287.06,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Japan,108511570.87,4014639831.64,82508.8,KGM,2019,6,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",74248424.31,2441502074.86,75439.36,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Singapore,58519283.48,1798285295.24,51929.83,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Saudi Arabia,59991748.31,1918072346.99,45857.91,KGM,2019,6,29,Organic Chemicals (Naphtha),import
United States of America,45593364.29,1493658994.06,45777.78,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Germany,43390373.98,1438916129.89,34721.62,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Taiwan,32889739.68,1195689452.18,32153.49,KGM,2019,6,29,Organic Chemicals (Naphtha),import
India,34057500.94,1121471394.71,23861.25,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Malaysia,28286531.69,1006023847.18,18545.32,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Indonesia,22931772.89,766445365.91,16429.35,KGM,2019,6,29,Organic Chemicals (Naphtha),import
United Arab Emirates,18065702.98,624198019.39,12902.28,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Iran,17247428.56,556859515.76,11854.24,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Qatar,12615601.03,384758627.73,8784.04,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Netherlands,9758071.22,347934542.58,7220.01,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Thailand,8112222.68,260059104.89,7171.86,KGM,2019,6,29,Organic Chemicals (Naphtha),import
Belgium,8011920.07,249447234.51,5313.42,KGM,2019,6,29,Organic Chemicals (Naphtha),import
China,133378176.06,4642174215.71,103113.31,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Japan,98458837.71,3026517539.27,81035.62,KGM,2019,7,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",90295724.57,2962937073.61,67168.37,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Singapore,65138060.35,2232511260.89,51526.75,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Saudi Arabia,52934063.93,1619357991.33,50830.23,KGM,2019,7,29,Organic Chemicals (Naphtha),import
United States of America,40417210.78,1271754959.28,46771.5,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Germany,42107476.21,1411285145.51,32261.31,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Taiwan,33504663.92,1033826715.14,30004.3,KGM,2019,7,29,Organic Chemicals (Naphtha),import
India,31123549.1,955543102.87,23189.68,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Malaysia,23675247.18,721862019.7,16150.66,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Indonesia,19923675.63,666824175.37,19039.34,KGM,2019,7,29,Organic Chemicals (Naphtha),import
United Arab Emirates,18832297.09,665244325.69,13454.86,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Iran,17169892.17,568435051.88,10632.0,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Qatar,11596964.93,411545186.69,9826.22,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Netherlands,9358386.93,293104642.54,6861.29,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Thailand,8003777.03,281806853.86,9662.97,KGM,2019,7,29,Organic Chemicals (Naphtha),import
Belgium,4751365.91,152312453.83,5310.42,KGM,2019,7,29,Organic Chemicals (Naphtha),import
China,141448904.61,4447909346.6,88427.52,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Japan,97113691.75,3299662688.77,75560.41,KGM,2019,8,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",82961769.42,2636897081.41,76933.42,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Singapore,74611543.44,2530982511.23,47306.07,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Saudi Arabia,57079856.98,1674644209.75,53209.62,KGM,2019,8,29,Organic Chemicals (Naphtha),import
United States of America,47466230.92,1552014505.65,46976.2,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Germany,35615436.81,1195801711.83,31420.54,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Taiwan,31549202.11,1092474765.5,31293.5,KGM,2019,8,29,Organic Chemicals (Naphtha),import
India,32047592.05,1032805094.65,27006.28,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Malaysia,29579342.43,970400140.0,23258.96,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Indonesia,17968238.01,619625805.2,12291.18,KGM,2019,8,29,Organic Chemicals (Naphtha),import
United Arab Emirates,14401006.52,485538899.56,12215.03,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Iran,13441868.17,448369279.4,15970.61,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Qatar,14778044.73,431416201.48,11588.64,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Netherlands,11066788.76,364167036.5,8224.04,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Thailand,8561532.04,303660881.32,7735.75,KGM,2019,8,29,Organic Chemicals (Naphtha),import
Belgium,6048076.54,212304942.81,5544.29,KGM,2019,8,29,Organic Chemicals (Naphtha),import
China,128527726.21,4283305753.9,107557.56,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Japan,127205089.65,4592858114.47,91543.46,KGM,2019,9,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",102756481.85,3437324749.45,68092.85,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Singapore,84365087.92,2880364869.22,48327.58,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Saudi Arabia,65973446.76,2139476613.25,47374.76,KGM,2019,9,29,Organic Chemicals (Naphtha),import
United States of America,51223150.24,1803538772.32,45540.33,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Germany,46983186.87,1656569908.96,29717.37,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Taiwan,39175245.76,1254324184.3,27174.78,KGM,2019,9,29,Organic Chemicals (Naphtha),import
India,27843696.61,840348598.68,27658.55,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Malaysia,29134534.37,973890520.78,19862.65,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Indonesia,14390732.08,460229205.87,13775.99,KGM,2019,9,29,Organic Chemicals (Naphtha),import
United Arab Emirates,15903312.75,532042180.96,15274.15,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Iran,18796149.92,601944409.99,13376.16,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Qatar,14730642.34,474610509.13,9916.54,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Netherlands,10502229.09,363131122.68,10032.15,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Thailand,9642394.86,332607352.43,8646.83,KGM,2019,9,29,Organic Chemicals (Naphtha),import
Belgium,6140082.33,217572204.09,5961.75,KGM,2019,9,29,Organic Chemicals (Naphtha),import
China,114503961.48,3595220910.37,107800.8,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Japan,109387474.76,3830104472.1,98170.12,KGM,2019,10,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",88342318.79,2715987866.9,77714.39,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Singapore,59411146.87,1690858986.56,65338.64,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Saudi Arabia,58669846.82,1955520685.34,54493.93,KGM,2019,10,29,Organic Chemicals (Naphtha),import
United States of America,38684363.12,1226606376.75,45925.01,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Germany,45543669.62,1455653958.34,33304.32,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Taiwan,29521331.06,1028944831.7,27559.2,KGM,2019,10,29,Organic Chemicals (Naphtha),import
India,30168696.4,963685813.21,24059.38,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Malaysia,23527483.25,784226722.87,19013.75,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Indonesia,28033306.03,951171685.52,20107.16,KGM,2019,10,29,Organic Chemicals (Naphtha),import
United Arab Emirates,21584692.81,747088132.95,15208.58,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Iran,16546558.45,511077535.46,13662.99,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Qatar,13081540.13,419623796.6,10071.75,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Netherlands,10072447.5,326822594.69,10123.67,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Thailand,8869987.0,303027024.23,9156.74,KGM,2019,10,29,Organic Chemicals (Naphtha),import
Belgium,7205731.69,230556986.7,6491.56,KGM,2019,10,29,Organic Chemicals (Naphtha),import
China,126873271.24,4234310750.26,101399.66,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Japan,110947164.01,3728987764.59,75140.79,KGM,2019,11,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",93672676.29,3067940223.93,66700.57,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Singapore,62632213.36,1959092888.63,46296.86,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Saudi Arabia,66289271.94,2379209232.95,52571.31,KGM,2019,11,29,Organic Chemicals (Naphtha),import
United States of America,53202865.5,1782600117.97,42663.1,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Germany,39454262.68,1324602968.47,39163.77,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Taiwan,31985993.86,1091928061.01,29527.38,KGM,2019,11,29,Organic Chemicals (Naphtha),import
India,26800243.11,866308117.74,27871.41,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Malaysia,18363636.29,642986233.16,23672.68,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Indonesia,19602169.65,685914959.59,14124.12,KGM,2019,11,29,Organic Chemicals (Naphtha),import
United Arab Emirates,16575994.87,502452504.89,16414.25,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Iran,18134198.23,613132572.21,14358.36,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Qatar,10594358.28,365624749.04,10139.02,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Netherlands,8811781.37,296028917.33,7948.46,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Thailand,7809573.86,270632278.54,8169.49,KGM,2019,11,29,Organic Chemicals (Naphtha),import
Belgium,7237814.97,232980118.26,5947.78,KGM,2019,11,29,Organic Chemicals (Naphtha),import
China,121781641.97,3982847669.76,85401.18,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Japan,87469838.39,3044876508.26,86278.56,KGM,2019,12,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",68973585.32,2193565077.32,71178.25,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Singapore,72697602.62,2638134822.99,58316.42,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Saudi Arabia,55238805.32,1797794153.12,41488.26,KGM,2019,12,29,Organic Chemicals (Naphtha),import
United States of America,47725836.34,1402449966.49,32322.1,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Germany,36801286.69,1245108597.89,30817.28,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Taiwan,31884821.52,1108131665.21,24947.93,KGM,2019,12,29,Organic Chemicals (Naphtha),import
India,24491797.14,885715519.25,19735.53,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Malaysia,15677330.57,530601052.31,20870.82,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Indonesia,19164014.87,653066297.42,16982.29,KGM,2019,12,29,Organic Chemicals (Naphtha),import
United Arab Emirates,13095740.92,422717121.97,10833.05,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Iran,10872665.25,369195151.06,11028.55,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Qatar,12840592.12,409302153.11,9286.08,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Netherlands,9406084.39,321477596.34,7290.47,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Thailand,7631874.3,248859153.23,6787.97,KGM,2019,12,29,Organic Chemicals (Naphtha),import
Belgium,6924672.24,222303922.01,5011.2,KGM,2019,12,29,Organic Chemicals (Naphtha),import
China,109525578.33,3405578792.25,98547.9,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Japan,89465809.65,3021737036.56,81815.63,KGM,2020,1,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",66840867.87,2071197500.33,62683.53,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Singapore,61553875.94,2038054999.92,56345.77,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Saudi Arabia,46888538.35,1560999195.99,41329.23,KGM,2020,1,29,Organic Chemicals (Naphtha),import
United States of America,50269421.67,1576757968.8,40968.39,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Germany,36542693.58,1172759053.55,31640.62,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Taiwan,31719115.15,1059168066.62,20260.73,KGM,2020,1,29,Organic Chemicals (Naphtha),import
India,29152560.85,969719404.28,21286.26,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Malaysia,24573203.14,833843782.53,17161.91,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Indonesia,18825624.73,646725506.74,13460.48,KGM,2020,1,29,Organic Chemicals (Naphtha),import
United Arab Emirates,17222997.41,591668231.91,13765.47,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Iran,14290275.92,469568034.97,11350.52,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Qatar,10579249.34,324243025.94,6816.97,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Netherlands,9077213.07,305186239.8,6140.55,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Thailand,8873194.14,279871696.64,3703.93,KGM,2020,1,29,Organic Chemicals (Naphtha),import
Belgium,7363520.25,241762789.19,5318.06,KGM,2020,1,29,Organic Chemicals (Naphtha),import
China,103616632.16,3571541731.39,93704.57,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Japan,76436512.8,2568090559.6,82578.24,KGM,2020,2,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",79802865.43,2670874725.42,65538.75,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Singapore,60966498.27,1979237665.12,49594.38,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Saudi Arabia,54382595.35,1794679310.64,39584.1,KGM,2020,2,29,Organic Chemicals (Naphtha),import
United States of America,50621018.92,1701891922.46,34868.55,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Germany,35841602.69,1286465085.11,27902.21,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Taiwan,24909672.75,777113835.61,23492.64,KGM,2020,2,29,Organic Chemicals (Naphtha),import
India,28738561.41,928163010.98,20277.38,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Malaysia,17871118.26,554152856.45,20822.08,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Indonesia,19127410.37,693576080.2,16223.21,KGM,2020,2,29,Organic Chemicals (Naphtha),import
United Arab Emirates,13787287.56,446144036.8,10474.97,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Iran,12359861.09,438196350.32,8131.29,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Qatar,10486246.2,355915630.94,8587.25,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Netherlands,9968526.89,334308791.31,6028.57,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Thailand,6408817.23,214300088.86,6070.35,KGM,2020,2,29,Organic Chemicals (Naphtha),import
Belgium,5560585.31,185599442.94,4800.14,KGM,2020,2,29,Organic Chemicals (Naphtha),import
China,97050772.36,3004055301.67,76358.08,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Japan,69741881.74,2195961448.99,58008.17,KGM,2020,3,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",61493583.76,2037428475.5,51709.74,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Singapore,55117875.4,1828729084.3,42535.31,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Saudi Arabia,48112743.39,1527586017.55,32511.32,KGM,2020,3,29,Organic Chemicals (Naphtha),import
United States of America,37679252.4,1144333803.19,28692.3,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Germany,34495343.6,1232084311.66,22967.4,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Taiwan,26524832.65,901854919.44,17112.9,KGM,2020,3,29,Organic Chemicals (Naphtha),import
India,22907645.35,738855183.42,18903.12,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Malaysia,17747552.0,551540643.92,12910.68,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Indonesia,14077190.52,463457557.87,12487.12,KGM,2020,3,29,Organic Chemicals (Naphtha),import
United Arab Emirates,11028242.58,366275143.9,11567.92,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Iran,14591920.75,530408396.75,8936.96,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Qatar,10514946.45,328213469.42,5987.47,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Netherlands,8076891.86,255678978.65,4949.11,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Thailand,5484598.44,190030048.25,6558.01,KGM,2020,3,29,Organic Chemicals (Naphtha),import
Belgium,5041762.81,175891284.73,4932.63,KGM,2020,3,29,Organic Chemicals (Naphtha),import
China,114166570.53,3714600162.65,75331.95,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Japan,71896798.2,2284963911.08,63720.06,KGM,2020,4,29,Organic Chemicals (Naphtha),import
"Korea, Republic of",60065158.02,2042660865.53,61144.97,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Singapore,49084221.0,1642516432.84,47953.96,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Saudi Arabia,45619800.45,1526350661.61,44877.87,KGM,2020,4,29,Organic Chemicals (Naphtha),import
United States of America,47552918.83,1615743965.53,34494.3,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Germany,30026782.53,1056528258.75,25117.84,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Taiwan,30044956.78,930510154.28,20607.91,KGM,2020,4,29,Organic Chemicals (Naphtha),import
India,27461876.93,859099846.19,21253.87,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Malaysia,17877386.1,576341447.14,19703.91,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Indonesia,15999267.96,536506731.48,12359.59,KGM,2020,4,29,Organic Chemicals (Naphtha),import
United Arab Emirates,11574082.7,357522189.01,11073.91,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Iran,10417367.26,323034621.12,8102.24,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Qatar,10823154.4,354522661.64,8775.51,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Netherlands,7565201.22,257536542.6,7531.36,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Thailand,5936156.41,198555406.12,5609.93,KGM,2020,4,29,Organic Chemicals (Naphtha),import
Belgium,5770242.26,183334167.54,5727.5,KGM,2020,4,29,Organic Chemicals (Naphtha),import
China,108710558.86,3867635259.6,97192.64,KGM,2020,5,29,Organic Chemicals (Naphtha),import
