country_eng,value_usd,value_baht,quantity,quantity_unit,year,month,hs_code,hs_description,data_type
United States of America,10432571.09,355699764.67,10049.77,KGM,2019,2,31,Fertilizers,import
Belarus,7244627.29,249910727.11,5167.54,KGM,2019,2,31,Fertilizers,import
Morocco,8398587.08,264793753.58,8085.15,KGM,2019,2,31,Fertilizers,import
Israel,11793788.85,362975345.44,9162.94,KGM,2019,2,31,Fertilizers,import
Jordan,9629390.02,307482778.56,8605.28,KGM,2019,2,31,Fertilizers,import
Vietnam,3481387.31,106091307.53,5117.74,KGM,2019,2,31,Fertilizers,import
Saudi Arabia,67065112.47,2426151480.66,50856.45,KGM,2019,3,31,Fertilizers,import
Qatar,34823698.69,1112509381.88,23799.34,KGM,2019,3,31,Fertilizers,import
Oman,27318978.24,909348249.21,15635.01,KGM,2019,3,31,Fertilizers,import
China,46877177.8,1571804474.24,36434.89,KGM,2019,3,31,Fertilizers,import
Russian Federation,40333674.45,1339419354.86,33404.79,KGM,2019,3,31,Fertilizers,import
Canada,24741993.34,792012476.64,19212.87,KGM,2019,3,31,Fertilizers,import
Japan,15839668.66,504167705.57,11580.8,KGM,2019,3,31,Fertilizers,import
Malaysia,19126369.79,632180801.3,15606.43,KGM,2019,3,31,Fertilizers,import
Indonesia,17284266.48,575484455.46,11909.0,KGM,2019,3,31,Fertilizers,import
India,12015157.91,397829221.83,8806.16,KGM,2019,3,31,Fertilizers,import
Germany,8710487.79,290406581.79,6475.08,KGM,2019,3,31,Fertilizers,import
United States of America,11037422.61,353500671.14,11744.5,KGM,2019,3,31,Fertilizers,import
Belarus,6596338.09,216543099.07,6987.07,KGM,2019,3,31,Fertilizers,import
Morocco,9212110.27,329863301.18,7102.45,KGM,2019,3,31,Fertilizers,import
Israel,14755291.15,490523769.16,12152.06,KGM,2019,3,31,Fertilizers,import
Jordan,12195683.92,397868552.99,11094.43,KGM,2019,3,31,Fertilizers,import
Vietnam,5410606.22,182581190.55,5594.44,KGM,2019,3,31,Fertilizers,import
Saudi Arabia,66038801.44,2142555191.73,55219.23,KGM,2019,4,31,Fertilizers,import
Qatar,32734262.44,1051187762.68,25720.32,KGM,2019,4,31,Fertilizers,import
Oman,27413473.32,1001724590.15,16278.37,KGM,2019,4,31,Fertilizers,import
China,53299074.83,1740947682.28,30836.4,KGM,2019,4,31,Fertilizers,import
Russian Federation,40145104.18,1265210397.21,34202.86,KGM,2019,4,31,Fertilizers,import
Canada,24578462.09,783894961.57,19315.13,KGM,2019,4,31,Fertilizers,import
Japan,14901304.69,453821114.69,14507.35,KGM,2019,4,31,Fertilizers,import
Malaysia,21392336.16,698933883.15,17896.45,KGM,2019,4,31,Fertilizers,import
Indonesia,16418875.64,524463592.11,14891.03,KGM,2019,4,31,Fertilizers,import
India,11512975.77,400052748.65,9217.31,KGM,2019,4,31,Fertilizers,import
Germany,9222039.89,318246704.95,5438.96,KGM,2019,4,31,Fertilizers,import
United States of America,13253162.68,445010217.38,11627.03,KGM,2019,4,31,Fertilizers,import
Belarus,8130520.9,276830867.59,7431.18,KGM,2019,4,31,Fertilizers,import
Morocco,12000000.45,398763878.39,8741.95,KGM,2019,4,31,Fertilizers,import
Israel,12974066.56,400198933.31,10940.21,KGM,2019,4,31,Fertilizers,import
Jordan,11986549.01,395490111.67,10889.06,KGM,2019,4,31,Fertilizers,import
Vietnam,7200860.51,233274479.77,5438.39,KGM,2019,4,31,Fertilizers,import
Saudi Arabia,67250834.37,2233321868.7,56354.75,KGM,2019,5,31,Fertilizers,import
Qatar,33835614.1,1094600238.44,24205.71,KGM,2019,5,31,Fertilizers,import
Oman,30646151.99,943571687.48,22948.32,KGM,2019,5,31,Fertilizers,import
China,38165155.21,1310599419.55,40365.72,KGM,2019,5,31,Fertilizers,import
Russian Federation,39500242.34,1307042552.02,37419.97,KGM,2019,5,31,Fertilizers,import
Canada,24592346.8,791927333.49,21814.68,KGM,2019,5,31,Fertilizers,import
Japan,16188822.8,533468757.41,14405.6,KGM,2019,5,31,Fertilizers,import
Malaysia,24809950.57,842129628.79,18054.32,KGM,2019,5,31,Fertilizers,import
Indonesia,16584158.92,539251976.61,14732.94,KGM,2019,5,31,Fertilizers,import
India,12852972.19,444187949.2,8900.45,KGM,2019,5,31,Fertilizers,import
Germany,8575503.91,313764375.41,8252.68,KGM,2019,5,31,Fertilizers,import
United States of America,13454149.31,424894187.56,10082.11,KGM,2019,5,31,Fertilizers,import
Belarus,9087291.5,307214538.72,6834.89,KGM,2019,5,31,Fertilizers,import
Morocco,11729787.39,370820146.72,7208.55,KGM,2019,5,31,Fertilizers,import
Israel,14645361.09,495486262.69,13182.53,KGM,2019,5,31,Fertilizers,import
Jordan,11380389.36,355047444.52,10907.86,KGM,2019,5,31,Fertilizers,import
Vietnam,6108172.22,196499003.12,5259.44,KGM,2019,5,31,Fertilizers,import
Saudi Arabia,74051044.52,2639796943.31,56269.48,KGM,2019,6,31,Fertilizers,import
Qatar,33159569.76,1154469451.85,26801.13,KGM,2019,6,31,Fertilizers,import
Oman,25268151.95,854347608.52,24057.32,KGM,2019,6,31,Fertilizers,import
China,39000789.0,1340421635.9,46565.38,KGM,2019,6,31,Fertilizers,import
Russian Federation,46543163.58,1489637922.68,26203.21,KGM,2019,6,31,Fertilizers,import
Canada,23998802.67,854666570.93,18340.93,KGM,2019,6,31,Fertilizers,import
Japan,16979994.68,574399471.55,13540.33,KGM,2019,6,31,Fertilizers,import
Malaysia,22459766.04,719396720.86,10196.82,KGM,2019,6,31,Fertilizers,import
Indonesia,14598259.42,475416571.17,14253.3,KGM,2019,6,31,Fertilizers,import
India,12769619.14,415462389.43,7655.89,KGM,2019,6,31,Fertilizers,import
Germany,9447860.71,321966985.75,7950.11,KGM,2019,6,31,Fertilizers,import
United States of America,11047281.75,376557683.13,11741.51,KGM,2019,6,31,Fertilizers,import
Belarus,8400389.32,289228700.85,5147.57,KGM,2019,6,31,Fertilizers,import
Morocco,9595990.34,317652141.57,8498.97,KGM,2019,6,31,Fertilizers,import
Israel,17653744.33,582173345.58,12055.86,KGM,2019,6,31,Fertilizers,import
Jordan,14762734.62,505202690.78,9394.34,KGM,2019,6,31,Fertilizers,import
Vietnam,6664941.31,219954670.04,4785.54,KGM,2019,6,31,Fertilizers,import
Saudi Arabia,71278034.09,2509845057.24,61997.08,KGM,2019,7,31,Fertilizers,import
Qatar,32350786.42,1052108770.74,23507.47,KGM,2019,7,31,Fertilizers,import
Oman,22046173.12,716225094.86,19478.27,KGM,2019,7,31,Fertilizers,import
China,53637451.02,1711012593.27,29411.51,KGM,2019,7,31,Fertilizers,import
Russian Federation,38643673.73,1210676675.08,38081.84,KGM,2019,7,31,Fertilizers,import
Canada,25566643.4,883699876.67,19692.49,KGM,2019,7,31,Fertilizers,import
Japan,17659719.77,568077860.19,13527.32,KGM,2019,7,31,Fertilizers,import
Malaysia,16974286.45,573658481.61,17160.84,KGM,2019,7,31,Fertilizers,import
Indonesia,14041887.31,468697064.89,11359.42,KGM,2019,7,31,Fertilizers,import
India,12923927.11,415360838.79,8811.22,KGM,2019,7,31,Fertilizers,import
Germany,6802925.97,211232132.9,7768.48,KGM,2019,7,31,Fertilizers,import
United States of America,13177824.24,460359256.98,9958.05,KGM,2019,7,31,Fertilizers,import
Belarus,7673121.59,233664658.17,6715.67,KGM,2019,7,31,Fertilizers,import
Morocco,8061473.16,244443707.54,8572.48,KGM,2019,7,31,Fertilizers,import
Israel,14657673.7,500120226.51,13456.27,KGM,2019,7,31,Fertilizers,import
Jordan,11669268.14,394003996.86,8093.8,KGM,2019,7,31,Fertilizers,import
Vietnam,7561504.52,240418268.51,4909.5,KGM,2019,7,31,Fertilizers,import
Saudi Arabia,65062339.85,2266952560.25,58701.38,KGM,2019,8,31,Fertilizers,import
Qatar,30077349.95,1098123880.65,22528.33,KGM,2019,8,31,Fertilizers,import
Oman,25293393.82,808430077.23,21225.15,KGM,2019,8,31,Fertilizers,import
China,54023305.89,1807063064.92,45946.54,KGM,2019,8,31,Fertilizers,import
Russian Federation,50387849.25,1642929901.53,32987.15,KGM,2019,8,31,Fertilizers,import
Canada,26345871.35,878421958.56,21749.39,KGM,2019,8,31,Fertilizers,import
Japan,14961754.2,485340448.91,14248.36,KGM,2019,8,31,Fertilizers,import
Malaysia,20211653.49,637833620.12,17233.58,KGM,2019,8,31,Fertilizers,import
Indonesia,15217578.23,542063162.6,9423.04,KGM,2019,8,31,Fertilizers,import
India,13590504.07,434884784.24,10155.68,KGM,2019,8,31,Fertilizers,import
Germany,6114738.96,208352389.28,6266.36,KGM,2019,8,31,Fertilizers,import
United States of America,14088049.42,468252781.27,11093.87,KGM,2019,8,31,Fertilizers,import
Belarus,9702491.98,335975790.31,6595.95,KGM,2019,8,31,Fertilizers,import
Morocco,9903880.08,311887351.6,7368.73,KGM,2019,8,31,Fertilizers,import
Israel,13805353.03,440195852.74,13337.53,KGM,2019,8,31,Fertilizers,import
Jordan,11544975.36,386663802.06,11182.18,KGM,2019,8,31,Fertilizers,import
Vietnam,7527646.49,239908597.71,5831.24,KGM,2019,8,31,Fertilizers,import
Saudi Arabia,70532716.92,2230333522.02,56840.89,KGM,2019,9,31,Fertilizers,import
Qatar,31133812.59,1122525675.62,25712.78,KGM,2019,9,31,Fertilizers,import
Oman,25166546.75,812804192.9,24106.82,KGM,2019,9,31,Fertilizers,import
China,57166403.8,1968175585.94,46548.56,KGM,2019,9,31,Fertilizers,import
Russian Federation,45446744.62,1525535006.83,40784.94,KGM,2019,9,31,Fertilizers,import
Canada,30748015.54,1030748179.24,16917.8,KGM,2019,9,31,Fertilizers,import
Japan,17995816.29,609507074.24,12426.65,KGM,2019,9,31,Fertilizers,import
Malaysia,18615444.15,558488795.57,16126.21,KGM,2019,9,31,Fertilizers,import
Indonesia,20227596.4,733256964.92,13611.0,KGM,2019,9,31,Fertilizers,import
India,14178871.78,455434697.73,11064.6,KGM,2019,9,31,Fertilizers,import
Germany,7834443.72,257696234.0,7439.3,KGM,2019,9,31,Fertilizers,import
United States of America,11367207.71,358771177.83,8588.76,KGM,2019,9,31,Fertilizers,import
Belarus,10343346.32,344510839.24,8859.15,KGM,2019,9,31,Fertilizers,import
Morocco,10656389.94,336723507.5,8060.99,KGM,2019,9,31,Fertilizers,import
Israel,17915907.02,567215311.62,15432.85,KGM,2019,9,31,Fertilizers,import
Jordan,13016274.63,421332141.92,9933.17,KGM,2019,9,31,Fertilizers,import
Vietnam,7830135.78,263873262.23,4718.36,KGM,2019,9,31,Fertilizers,import
Saudi Arabia,77243314.37,2652504652.67,56617.45,KGM,2019,10,31,Fertilizers,import
Qatar,36531546.63,1122128267.55,33006.4,KGM,2019,10,31,Fertilizers,import
Oman,26058306.8,755474324.48,21413.86,KGM,2019,10,31,Fertilizers,import
China,48135855.24,1656947282.63,38982.3,KGM,2019,10,31,Fertilizers,import
Russian Federation,41819204.94,1431313671.17,32465.9,KGM,2019,10,31,Fertilizers,import
Canada,22631641.26,734569020.64,16231.34,KGM,2019,10,31,Fertilizers,import
Japan,15394127.82,521247487.6,11964.07,KGM,2019,10,31,Fertilizers,import
Malaysia,24470941.14,848240270.04,19703.95,KGM,2019,10,31,Fertilizers,import
Indonesia,20234041.78,681393860.23,10721.8,KGM,2019,10,31,Fertilizers,import
India,12785028.93,432653330.64,9831.34,KGM,2019,10,31,Fertilizers,import
Germany,7442734.07,252683494.42,5687.04,KGM,2019,10,31,Fertilizers,import
United States of America,14158511.12,448543471.49,10977.21,KGM,2019,10,31,Fertilizers,import
Belarus,9669446.67,320329011.34,7787.78,KGM,2019,10,31,Fertilizers,import
Morocco,9528493.28,326415216.93,8199.1,KGM,2019,10,31,Fertilizers,import
Israel,18350049.78,598679375.69,12452.17,KGM,2019,10,31,Fertilizers,import
Jordan,13281719.7,426720390.72,11156.26,KGM,2019,10,31,Fertilizers,import
Vietnam,5116186.76,182607108.77,6584.44,KGM,2019,10,31,Fertilizers,import
Saudi Arabia,66339040.99,2175545676.98,49297.16,KGM,2019,11,31,Fertilizers,import
Qatar,34670819.61,1146978638.49,31643.47,KGM,2019,11,31,Fertilizers,import
Oman,24399549.5,836866759.7,17845.97,KGM,2019,11,31,Fertilizers,import
China,56177409.58,1772269180.61,47796.13,KGM,2019,11,31,Fertilizers,import
Russian Federation,52286429.64,1781105933.92,27940.07,KGM,2019,11,31,Fertilizers,import
Canada,21439605.67,757708561.11,19189.4,KGM,2019,11,31,Fertilizers,import
Japan,19135410.18,616576296.59,13206.94,KGM,2019,11,31,Fertilizers,import
Malaysia,22305540.49,777958568.23,18756.65,KGM,2019,11,31,Fertilizers,import
Indonesia,16860653.26,560371447.92,11399.75,KGM,2019,11,31,Fertilizers,import
India,12643904.14,422894382.48,8945.59,KGM,2019,11,31,Fertilizers,import
Germany,8645082.85,273688917.74,7326.59,KGM,2019,11,31,Fertilizers,import
United States of America,13894891.45,441279561.22,8924.65,KGM,2019,11,31,Fertilizers,import
Belarus,8618759.1,294565381.34,8543.73,KGM,2019,11,31,Fertilizers,import
Morocco,11741824.05,450935925.35,9922.02,KGM,2019,11,31,Fertilizers,import
Israel,15966126.62,551133972.41,14888.1,KGM,2019,11,31,Fertilizers,import
Jordan,14569743.07,471637596.52,12856.83,KGM,2019,11,31,Fertilizers,import
Vietnam,6714262.58,219730623.88,5870.26,KGM,2019,11,31,Fertilizers,import
Saudi Arabia,63286805.23,2043074004.88,58268.13,KGM,2019,12,31,Fertilizers,import
Qatar,29732317.85,970983834.97,25046.5,KGM,2019,12,31,Fertilizers,import
Oman,18597786.6,632902388.96,17119.08,KGM,2019,12,31,Fertilizers,import
China,52612715.05,1644730104.98,31701.2,KGM,2019,12,31,Fertilizers,import
Russian Federation,38449229.58,1243161433.81,23028.48,KGM,2019,12,31,Fertilizers,import
Canada,19007103.26,605300272.64,21422.89,KGM,2019,12,31,Fertilizers,import
Japan,17867679.09,572311124.73,13905.77,KGM,2019,12,31,Fertilizers,import
Malaysia,17112077.36,562012471.27,14977.21,KGM,2019,12,31,Fertilizers,import
Indonesia,15864091.98,541276350.76,11123.59,KGM,2019,12,31,Fertilizers,import
India,11805127.26,376960603.86,8824.2,KGM,2019,12,31,Fertilizers,import
Germany,7524921.51,248982029.82,5532.09,KGM,2019,12,31,Fertilizers,import
United States of America,11598254.49,413470391.54,9488.92,KGM,2019,12,31,Fertilizers,import
Belarus,7565125.71,252254434.87,6872.72,KGM,2019,12,31,Fertilizers,import
Morocco,8980815.24,295574439.33,7254.76,KGM,2019,12,31,Fertilizers,import
Israel,14186079.44,436959468.79,9769.09,KGM,2019,12,31,Fertilizers,import
Jordan,12252442.0,418034375.78,10191.53,KGM,2019,12,31,Fertilizers,import
Vietnam,6228382.84,212201897.31,5358.41,KGM,2019,12,31,Fertilizers,import
Saudi Arabia,65186048.34,2043880665.9,43355.17,KGM,2020,1,31,Fertilizers,import
Qatar,29039336.12,947760248.44,24120.24,KGM,2020,1,31,Fertilizers,import
Oman,18407419.71,599878131.1,21873.3,KGM,2020,1,31,Fertilizers,import
China,46102696.42,1359224664.76,41670.68,KGM,2020,1,31,Fertilizers,import
Russian Federation,35834169.48,1164450506.0,28809.8,KGM,2020,1,31,Fertilizers,import
Canada,22266879.39,757300761.05,21276.04,KGM,2020,1,31,Fertilizers,import
Japan,16553938.61,511532270.96,12153.67,KGM,2020,1,31,Fertilizers,import
Malaysia,14956172.1,501624755.93,12334.16,KGM,2020,1,31,Fertilizers,import
Indonesia,15154660.11,491725297.1,11780.55,KGM,2020,1,31,Fertilizers,import
India,13609280.54,468046690.89,8168.94,KGM,2020,1,31,Fertilizers,import
Germany,7554778.24,262641535.46,5998.48,KGM,2020,1,31,Fertilizers,import
United States of America,12987046.92,444141473.3,8803.45,KGM,2020,1,31,Fertilizers,import
Belarus,7828192.61,260728776.64,6048.06,KGM,2020,1,31,Fertilizers,import
Morocco,8440388.81,271181649.46,6984.85,KGM,2020,1,31,Fertilizers,import
Israel,14821511.78,460258763.3,10752.54,KGM,2020,1,31,Fertilizers,import
Jordan,10510345.63,339045473.43,5584.22,KGM,2020,1,31,Fertilizers,import
Vietnam,6065414.32,218174357.57,4755.16,KGM,2020,1,31,Fertilizers,import
Saudi Arabia,61722201.59,1884693378.61,49665.56,KGM,2020,2,31,Fertilizers,import
Qatar,28119186.27,894777201.5,21983.23,KGM,2020,2,31,Fertilizers,import
Oman,20136761.19,625975792.43,13710.77,KGM,2020,2,31,Fertilizers,import
China,47601343.87,1534686194.26,34419.42,KGM,2020,2,31,Fertilizers,import
Russian Federation,36459426.57,1203391346.54,33271.54,KGM,2020,2,31,Fertilizers,import
Canada,23070243.88,739910132.26,15731.11,KGM,2020,2,31,Fertilizers,import
Japan,15108177.94,530971811.44,14324.56,KGM,2020,2,31,Fertilizers,import
Malaysia,19302637.45,677553536.48,14856.83,KGM,2020,2,31,Fertilizers,import
Indonesia,15751234.79,494889679.6,8460.37,KGM,2020,2,31,Fertilizers,import
India,11313802.32,358122759.67,6877.61,KGM,2020,2,31,Fertilizers,import
Germany,6785260.01,220988147.41,5657.25,KGM,2020,2,31,Fertilizers,import
United States of America,10627343.83,346474408.66,9622.07,KGM,2020,2,31,Fertilizers,import
Belarus,7015213.6,242281059.89,4891.71,KGM,2020,2,31,Fertilizers,import
Morocco,8167103.93,272124928.88,6090.37,KGM,2020,2,31,Fertilizers,import
Israel,12125314.39,404836241.08,9842.92,KGM,2020,2,31,Fertilizers,import
Jordan,10586455.58,348164780.52,11183.58,KGM,2020,2,31,Fertilizers,import
Vietnam,6197278.24,196509658.73,3581.36,KGM,2020,2,31,Fertilizers,import
Saudi Arabia,46514426.4,1563968838.26,36967.97,KGM,2020,3,31,Fertilizers,import
Qatar,28795467.78,940460929.92,21737.95,KGM,2020,3,31,Fertilizers,import
Oman,18335416.69,662034748.48,17748.14,KGM,2020,3,31,Fertilizers,import
China,39668608.03,1329495600.66,34841.6,KGM,2020,3,31,Fertilizers,import
Russian Federation,35080871.84,1131982401.18,22446.9,KGM,2020,3,31,Fertilizers,import
Canada,20343933.69,646383709.37,17933.93,KGM,2020,3,31,Fertilizers,import
Japan,10393889.09,358747120.0,9813.27,KGM,2020,3,31,Fertilizers,import
Malaysia,13725263.61,456143734.57,11204.08,KGM,2020,3,31,Fertilizers,import
Indonesia,12895362.84,401779657.57,11181.89,KGM,2020,3,31,Fertilizers,import
India,9467008.45,295471541.2,8950.71,KGM,2020,3,31,Fertilizers,import
Germany,7486772.45,256602180.9,4550.21,KGM,2020,3,31,Fertilizers,import
United States of America,9420060.1,303840754.9,6752.52,KGM,2020,3,31,Fertilizers,import
Belarus,6878808.81,238541296.49,5214.37,KGM,2020,3,31,Fertilizers,import
Morocco,8951897.32,278543622.96,5373.37,KGM,2020,3,31,Fertilizers,import
Israel,10209911.15,353837966.21,8380.0,KGM,2020,3,31,Fertilizers,import
Jordan,10333314.17,340827277.73,7316.02,KGM,2020,3,31,Fertilizers,import
Vietnam,5951526.9,198715986.94,5130.83,KGM,2020,3,31,Fertilizers,import
Saudi Arabia,39518515.06,1359520783.86,44604.15,KGM,2020,4,31,Fertilizers,import
Qatar,27521983.63,922966180.73,23411.23,KGM,2020,4,31,Fertilizers,import
Oman,17695497.83,575427006.68,14432.83,KGM,2020,4,31,Fertilizers,import
China,44677718.71,1504917751.79,29332.16,KGM,2020,4,31,Fertilizers,import
Russian Federation,34668491.01,1141892740.95,32040.88,KGM,2020,4,31,Fertilizers,import
Canada,16645493.71,602684769.12,17404.07,KGM,2020,4,31,Fertilizers,import
Japan,14417439.66,452377174.78,9749.25,KGM,2020,4,31,Fertilizers,import
Malaysia,15220122.1,494791083.85,16694.1,KGM,2020,4,31,Fertilizers,import
Indonesia,12566837.01,408731842.52,10562.23,KGM,2020,4,31,Fertilizers,import
India,11676386.27,405999216.65,7092.15,KGM,2020,4,31,Fertilizers,import
Germany,6811493.17,240949272.99,6163.23,KGM,2020,4,31,Fertilizers,import
United States of America,10179594.73,336937136.68,7769.9,KGM,2020,4,31,Fertilizers,import
Belarus,6665558.99,235485670.91,4313.04,KGM,2020,4,31,Fertilizers,import
Morocco,8273676.32,247372290.37,5558.5,KGM,2020,4,31,Fertilizers,import
Israel,9293425.6,298054411.87,10586.18,KGM,2020,4,31,Fertilizers,import
Jordan,9634823.27,310491118.59,8548.23,KGM,2020,4,31,Fertilizers,import
Vietnam,5677686.26,186647154.65,4356.01,KGM,2020,4,31,Fertilizers,import
Saudi Arabia,46293691.1,1569532185.6,39623.73,KGM,2020,5,31,Fertilizers,import
Qatar,25593380.08,934660054.06,25151.65,KGM,2020,5,31,Fertilizers,import
Oman,21952153.72,748153345.44,19432.22,KGM,2020,5,31,Fertilizers,import
China,38998840.47,1404737508.97,33751.64,KGM,2020,5,31,Fertilizers,import
Russian Federation,32535798.82,1018328478.61,24041.04,KGM,2020,5,31,Fertilizers,import
Canada,20151889.47,715614334.19,14495.53,KGM,2020,5,31,Fertilizers,import
Japan,14030462.97,456719657.59,12267.79,KGM,2020,5,31,Fertilizers,import
Malaysia,15209328.14,481192912.21,11575.45,KGM,2020,5,31,Fertilizers,import
Indonesia,14210601.68,481807524.08,11672.08,KGM,2020,5,31,Fertilizers,import
India,8766667.14,275807301.68,8239.6,KGM,2020,5,31,Fertilizers,import
Germany,7142339.96,223139131.23,5809.14,KGM,2020,5,31,Fertilizers,import
United States of America,11297070.5,386950123.62,10552.63,KGM,2020,5,31,Fertilizers,import
Belarus,6754853.96,220791885.67,5284.67,KGM,2020,5,31,Fertilizers,import
Morocco,7613155.31,238233186.46,6791.66,KGM,2020,5,31,Fertilizers,import
Israel,10024333.54,331122277.68,10148.57,KGM,2020,5,31,Fertilizers,import
Jordan,9711694.88,324706789.52,6971.67,KGM,2020,5,31,Fertilizers,import
Vietnam,4949397.18,176433426.97,4321.39,KGM,2020,5,31,Fertilizers,import
Saudi Arabia,59680746.52,1855338494.87,37460.94,KGM,2020,6,31,Fertilizers,import
Qatar,28441336.37,853166478.62,18713.83,KGM,2020,6,31,Fertilizers,import
Oman,22130620.07,745268493.03,17456.98,KGM,2020,6,31,Fertilizers,import
China,43129379.05,1380429837.28,33355.72,KGM,2020,6,31,Fertilizers,import
Russian Federation,36827504.65,1187619133.09,33159.35,KGM,2020,6,31,Fertilizers,import
Canada,18867220.67,598089096.26,14519.89,KGM,2020,6,31,Fertilizers,import
Japan,14291800.01,481044204.25,8329.1,KGM,2020,6,31,Fertilizers,import
Malaysia,18637491.68,587663024.62,10985.5,KGM,2020,6,31,Fertilizers,import
Indonesia,14119617.12,476952987.98,11013.47,KGM,2020,6,31,Fertilizers,import
India,10357721.66,336814939.77,9680.42,KGM,2020,6,31,Fertilizers,import
Germany,6315483.7,215378221.04,4888.16,KGM,2020,6,31,Fertilizers,import
United States of America,10537119.97,357415777.07,9043.95,KGM,2020,6,31,Fertilizers,import
Belarus,5589297.16,175889941.42,4836.63,KGM,2020,6,31,Fertilizers,import
Morocco,7718914.37,266292699.49,6384.67,KGM,2020,6,31,Fertilizers,import
Israel,14118150.67,460577540.56,9731.28,KGM,2020,6,31,Fertilizers,import
Jordan,9764871.33,325207139.42,8494.75,KGM,2020,6,31,Fertilizers,import
Vietnam,6055084.38,178908506.05,4912.05,KGM,2020,6,31,Fertilizers,import
Saudi Arabia,54095353.09,1749596679.36,51245.86,KGM,2020,7,31,Fertilizers,import
Qatar,30595784.19,1017688759.41,21165.28,KGM,2020,7,31,Fertilizers,import
Oman,18258005.17,622383214.05,14306.13,KGM,2020,7,31,Fertilizers,import
China,44833091.31,1396941453.68,33064.53,KGM,2020,7,31,Fertilizers,import
Russian Federation,34483728.98,1228113858.76,31610.51,KGM,2020,7,31,Fertilizers,import
Canada,19947581.66,683415027.05,13197.45,KGM,2020,7,31,Fertilizers,import
Japan,13354344.01,446323655.25,12229.97,KGM,2020,7,31,Fertilizers,import
Malaysia,15650087.62,547166306.53,13829.32,KGM,2020,7,31,Fertilizers,import
Indonesia,13528495.19,414202393.73,9622.38,KGM,2020,7,31,Fertilizers,import
India,9504670.37,325344854.53,7834.46,KGM,2020,7,31,Fertilizers,import
Germany,6097016.84,188972596.28,6517.57,KGM,2020,7,31,Fertilizers,import
United States of America,12701430.68,421836732.28,9946.19,KGM,2020,7,31,Fertilizers,import
Belarus,5735250.44,185935319.84,5456.8,KGM,2020,7,31,Fertilizers,import
Morocco,7189987.33,228386606.33,6822.2,KGM,2020,7,31,Fertilizers,import
Israel,11476376.37,368823615.16,9646.32,KGM,2020,7,31,Fertilizers,import
Jordan,12440501.32,418763714.62,7710.29,KGM,2020,7,31,Fertilizers,import
Vietnam,5573273.69,187505172.4,4580.69,KGM,2020,7,31,Fertilizers,import
Saudi Arabia,61568194.14,2052520048.54,46712.35,KGM,2020,8,31,Fertilizers,import
Qatar,28456102.19,900132051.78,22256.6,KGM,2020,8,31,Fertilizers,import
Oman,21088849.48,708653814.43,17465.84,KGM,2020,8,31,Fertilizers,import
China,43201056.46,1421935995.09,32999.77,KGM,2020,8,31,Fertilizers,import
Russian Federation,33405454.82,1091299675.36,29354.02,KGM,2020,8,31,Fertilizers,import
Canada,21601114.2,689852354.33,19012.96,KGM,2020,8,31,Fertilizers,import
Japan,14989378.84,540094156.56,11361.36,KGM,2020,8,31,Fertilizers,import
