country_eng,value_usd,value_baht,quantity,quantity_unit,year,month,hs_code,hs_description,data_type
Mexico,30866228.29,975409298.5,23105.77,KGM,2019,10,85,Electrical Machinery & Electronics,export
United States of America,565748454.45,19102492780.41,476605.4,KGM,2019,11,85,Electrical Machinery & Electronics,export
China,337853635.01,10942910320.05,260192.85,KGM,2019,11,85,Electrical Machinery & Electronics,export
Japan,302364755.94,10455995794.98,221449.69,KGM,2019,11,85,Electrical Machinery & Electronics,export
Hong Kong,259639746.12,8022898983.74,231458.57,KGM,2019,11,85,Electrical Machinery & Electronics,export
Singapore,164505984.65,5644252805.04,155908.65,KGM,2019,11,85,Electrical Machinery & Electronics,export
Vietnam,116566478.23,3904274290.16,109855.04,KGM,2019,11,85,Electrical Machinery & Electronics,export
Malaysia,98492938.19,3016771962.78,88432.81,KGM,2019,11,85,Electrical Machinery & Electronics,export
Germany,80145788.63,2648357507.11,75745.83,KGM,2019,11,85,Electrical Machinery & Electronics,export
India,71242036.98,2408362270.75,55345.57,KGM,2019,11,85,Electrical Machinery & Electronics,export
"Korea, Republic of",84151520.3,2792863051.37,69640.71,KGM,2019,11,85,Electrical Machinery & Electronics,export
Indonesia,59431653.45,1867029347.46,46160.22,KGM,2019,11,85,Electrical Machinery & Electronics,export
Netherlands,50865213.95,1800749029.22,39314.72,KGM,2019,11,85,Electrical Machinery & Electronics,export
Philippines,39542692.31,1289028227.42,39731.75,KGM,2019,11,85,Electrical Machinery & Electronics,export
United Kingdom,38929270.01,1201831963.17,33330.93,KGM,2019,11,85,Electrical Machinery & Electronics,export
Australia,32506754.76,1054181461.95,24056.72,KGM,2019,11,85,Electrical Machinery & Electronics,export
Taiwan,40151054.79,1289852024.41,40918.02,KGM,2019,11,85,Electrical Machinery & Electronics,export
Mexico,23563150.36,806123252.18,23740.74,KGM,2019,11,85,Electrical Machinery & Electronics,export
United States of America,534992348.77,17239941137.1,357865.58,KGM,2019,12,85,Electrical Machinery & Electronics,export
China,306223473.18,9586838442.61,257552.59,KGM,2019,12,85,Electrical Machinery & Electronics,export
Japan,261773915.3,8656524351.35,213390.66,KGM,2019,12,85,Electrical Machinery & Electronics,export
Hong Kong,226675511.35,7595468872.59,163337.93,KGM,2019,12,85,Electrical Machinery & Electronics,export
Singapore,152649884.25,4789574486.12,121974.76,KGM,2019,12,85,Electrical Machinery & Electronics,export
Vietnam,122362159.96,4334637528.09,81534.79,KGM,2019,12,85,Electrical Machinery & Electronics,export
Malaysia,81150857.96,2445702247.79,80331.89,KGM,2019,12,85,Electrical Machinery & Electronics,export
Germany,59352981.8,1757468448.87,57250.25,KGM,2019,12,85,Electrical Machinery & Electronics,export
India,65808968.66,2309996536.71,48938.29,KGM,2019,12,85,Electrical Machinery & Electronics,export
"Korea, Republic of",67846365.55,2211636025.38,56810.63,KGM,2019,12,85,Electrical Machinery & Electronics,export
Indonesia,48976572.75,1527778698.01,40837.63,KGM,2019,12,85,Electrical Machinery & Electronics,export
Netherlands,47782125.52,1569625077.62,35440.55,KGM,2019,12,85,Electrical Machinery & Electronics,export
Philippines,49157632.72,1645337338.88,29183.44,KGM,2019,12,85,Electrical Machinery & Electronics,export
United Kingdom,34313232.95,1144610101.89,31433.95,KGM,2019,12,85,Electrical Machinery & Electronics,export
Australia,29834303.69,946059882.46,31282.5,KGM,2019,12,85,Electrical Machinery & Electronics,export
Taiwan,37590283.17,1194348512.26,34039.32,KGM,2019,12,85,Electrical Machinery & Electronics,export
Mexico,28887725.78,996766771.75,20231.55,KGM,2019,12,85,Electrical Machinery & Electronics,export
United States of America,497478162.22,15670208963.07,358640.72,KGM,2020,1,85,Electrical Machinery & Electronics,export
China,290305548.97,9966888208.79,241276.92,KGM,2020,1,85,Electrical Machinery & Electronics,export
Japan,272841735.32,9146744524.3,225145.0,KGM,2020,1,85,Electrical Machinery & Electronics,export
Hong Kong,245775322.88,8171374480.01,176920.34,KGM,2020,1,85,Electrical Machinery & Electronics,export
Singapore,151495319.27,5229248918.37,114501.93,KGM,2020,1,85,Electrical Machinery & Electronics,export
Vietnam,124523973.57,3966642791.37,103755.12,KGM,2020,1,85,Electrical Machinery & Electronics,export
Malaysia,93819734.15,3307553241.11,82017.17,KGM,2020,1,85,Electrical Machinery & Electronics,export
Germany,64138136.12,2098354528.02,60405.74,KGM,2020,1,85,Electrical Machinery & Electronics,export
India,70039585.95,2201275901.86,35524.98,KGM,2020,1,85,Electrical Machinery & Electronics,export
"Korea, Republic of",77721755.75,2413090319.46,51318.57,KGM,2020,1,85,Electrical Machinery & Electronics,export
Indonesia,60867977.71,2101957166.32,35031.0,KGM,2020,1,85,Electrical Machinery & Electronics,export
Netherlands,38248919.22,1273697118.24,29979.95,KGM,2020,1,85,Electrical Machinery & Electronics,export
Philippines,34562886.15,1234001052.58,31200.71,KGM,2020,1,85,Electrical Machinery & Electronics,export
United Kingdom,33463107.79,1120560271.81,32503.54,KGM,2020,1,85,Electrical Machinery & Electronics,export
Australia,33101342.55,1123938113.79,17345.16,KGM,2020,1,85,Electrical Machinery & Electronics,export
Taiwan,39589903.81,1419032655.02,28907.87,KGM,2020,1,85,Electrical Machinery & Electronics,export
Mexico,25132788.1,858861148.37,17066.14,KGM,2020,1,85,Electrical Machinery & Electronics,export
United States of America,375428569.42,13143677776.14,353418.48,KGM,2020,2,85,Electrical Machinery & Electronics,export
China,306380592.15,9949192140.59,226535.84,KGM,2020,2,85,Electrical Machinery & Electronics,export
Japan,287665217.92,9827386770.82,174378.34,KGM,2020,2,85,Electrical Machinery & Electronics,export
Hong Kong,266887612.01,8712004961.08,186518.69,KGM,2020,2,85,Electrical Machinery & Electronics,export
Singapore,143581045.65,4597957909.56,110004.16,KGM,2020,2,85,Electrical Machinery & Electronics,export
Vietnam,110726407.79,3921504200.88,94688.66,KGM,2020,2,85,Electrical Machinery & Electronics,export
Malaysia,70420492.52,2496062747.93,49540.3,KGM,2020,2,85,Electrical Machinery & Electronics,export
Germany,73375193.62,2476555402.65,59133.67,KGM,2020,2,85,Electrical Machinery & Electronics,export
India,57276028.99,1932363950.52,57760.53,KGM,2020,2,85,Electrical Machinery & Electronics,export
"Korea, Republic of",62723445.07,2056369545.96,50272.16,KGM,2020,2,85,Electrical Machinery & Electronics,export
Indonesia,47102089.19,1563126993.25,49139.89,KGM,2020,2,85,Electrical Machinery & Electronics,export
Netherlands,38651133.62,1358918373.57,36722.82,KGM,2020,2,85,Electrical Machinery & Electronics,export
Philippines,40348936.4,1264390130.31,26522.48,KGM,2020,2,85,Electrical Machinery & Electronics,export
United Kingdom,37517327.48,1258945560.06,21145.5,KGM,2020,2,85,Electrical Machinery & Electronics,export
Australia,27524187.01,864752118.1,27026.97,KGM,2020,2,85,Electrical Machinery & Electronics,export
Taiwan,33573714.35,1147995207.02,31344.17,KGM,2020,2,85,Electrical Machinery & Electronics,export
Mexico,29007203.75,972444080.47,21587.67,KGM,2020,2,85,Electrical Machinery & Electronics,export
United States of America,405433505.34,12844345451.23,245268.92,KGM,2020,3,85,Electrical Machinery & Electronics,export
China,213146739.41,7303097164.3,132629.3,KGM,2020,3,85,Electrical Machinery & Electronics,export
Japan,244648838.12,8212888703.22,182662.36,KGM,2020,3,85,Electrical Machinery & Electronics,export
Hong Kong,185027545.24,6576403538.14,147746.25,KGM,2020,3,85,Electrical Machinery & Electronics,export
Singapore,141260968.61,4896557703.65,90980.57,KGM,2020,3,85,Electrical Machinery & Electronics,export
Vietnam,103012451.05,3459299343.54,79115.19,KGM,2020,3,85,Electrical Machinery & Electronics,export
Malaysia,75980081.89,2328331728.45,48268.91,KGM,2020,3,85,Electrical Machinery & Electronics,export
Germany,65946566.39,2038808791.51,42464.67,KGM,2020,3,85,Electrical Machinery & Electronics,export
India,38770760.56,1301205045.92,36905.7,KGM,2020,3,85,Electrical Machinery & Electronics,export
"Korea, Republic of",57544537.59,1865176825.26,48526.96,KGM,2020,3,85,Electrical Machinery & Electronics,export
Indonesia,43268630.18,1457978336.53,37723.56,KGM,2020,3,85,Electrical Machinery & Electronics,export
Netherlands,34547645.92,1037246529.31,30410.53,KGM,2020,3,85,Electrical Machinery & Electronics,export
Philippines,30578501.28,1078744242.14,22647.18,KGM,2020,3,85,Electrical Machinery & Electronics,export
United Kingdom,24830961.2,803449225.38,22324.51,KGM,2020,3,85,Electrical Machinery & Electronics,export
Australia,23096941.9,747710255.78,20456.13,KGM,2020,3,85,Electrical Machinery & Electronics,export
Taiwan,36241164.72,1230269982.56,18666.08,KGM,2020,3,85,Electrical Machinery & Electronics,export
Mexico,21223186.97,709983173.61,17020.36,KGM,2020,3,85,Electrical Machinery & Electronics,export
United States of America,416292435.99,14362919526.07,312452.33,KGM,2020,4,85,Electrical Machinery & Electronics,export
China,253520955.24,8332291748.38,176828.07,KGM,2020,4,85,Electrical Machinery & Electronics,export
Japan,246263575.65,7726715364.62,167939.63,KGM,2020,4,85,Electrical Machinery & Electronics,export
Hong Kong,200986450.55,6400150118.31,157525.96,KGM,2020,4,85,Electrical Machinery & Electronics,export
Singapore,123234395.19,4067914752.28,98739.46,KGM,2020,4,85,Electrical Machinery & Electronics,export
Vietnam,100749782.13,3430264751.18,72023.89,KGM,2020,4,85,Electrical Machinery & Electronics,export
Malaysia,71666219.55,2546428395.22,72674.19,KGM,2020,4,85,Electrical Machinery & Electronics,export
Germany,57684646.6,1988234695.84,43047.87,KGM,2020,4,85,Electrical Machinery & Electronics,export
India,51771537.87,1657614224.54,43048.9,KGM,2020,4,85,Electrical Machinery & Electronics,export
"Korea, Republic of",56026692.82,1874445925.93,43543.39,KGM,2020,4,85,Electrical Machinery & Electronics,export
Indonesia,38659994.7,1202957243.61,34907.87,KGM,2020,4,85,Electrical Machinery & Electronics,export
Netherlands,35900962.21,1212057791.76,29928.25,KGM,2020,4,85,Electrical Machinery & Electronics,export
Philippines,33405841.44,1028091993.05,27539.2,KGM,2020,4,85,Electrical Machinery & Electronics,export
United Kingdom,31978037.27,1027848070.46,20954.18,KGM,2020,4,85,Electrical Machinery & Electronics,export
Australia,25913184.44,869199175.28,19371.59,KGM,2020,4,85,Electrical Machinery & Electronics,export
Taiwan,33270431.43,1088755269.51,22923.95,KGM,2020,4,85,Electrical Machinery & Electronics,export
Mexico,21740325.13,702261541.31,19695.79,KGM,2020,4,85,Electrical Machinery & Electronics,export
United States of America,366601637.59,11597710062.01,271118.41,KGM,2020,5,85,Electrical Machinery & Electronics,export
China,222721902.11,7882205515.28,188620.26,KGM,2020,5,85,Electrical Machinery & Electronics,export
Japan,240879506.06,7605715939.66,207879.0,KGM,2020,5,85,Electrical Machinery & Electronics,export
Hong Kong,155509449.54,5564189817.02,160365.72,KGM,2020,5,85,Electrical Machinery & Electronics,export
Singapore,122501302.54,3754137832.18,104258.45,KGM,2020,5,85,Electrical Machinery & Electronics,export
